ean,product_id,manufacturer,article_type,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
4250084624494,196008,Keskin,Felge,provider 17,,,,,,
4250084624494,327698,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084624500,327689,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084624500,195955,Keskin,Felge,provider 17,,,,,,
4250084624524,232696,Keskin,Felge,provider 17,,,,,,
4250084624531,232697,Keskin,Felge,provider 17,,,,,,
4250084624555,232693,Keskin,Felge,provider 17,,,,,,
4250084624555,326993,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084624562,232694,Keskin,Felge,provider 17,,,,,,
4250084624562,326997,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084624593,232826,Keskin,Felge,provider 17,,,,,,
4250084624623,232829,Keskin,Felge,provider 17,,,,,,
4250084624715,232838,Keskin,Felge,provider 17,,,,,,
4250084624876,232786,Keskin,Felge,provider 17,,,,,,
4250084624890,232784,Keskin,Felge,provider 17,,,,,,
4250084624975,327727,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084624975,232763,Keskin,Felge,provider 17,,,,,,
4250084624982,232764,Keskin,Felge,provider 17,,,,,,
4250084624982,327728,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084624999,232765,Keskin,Felge,provider 17,,,,,,
4250084624999,327729,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084625002,232766,Keskin,Felge,provider 17,,,,,,
4250084625019,232767,Keskin,Felge,provider 17,,,,,,
4250084625019,327731,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625026,232768,Keskin,Felge,provider 17,,,,,,
4250084625026,327732,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625033,327733,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084625033,232769,Keskin,Felge,provider 17,,,,,,
4250084625040,232770,Keskin,Felge,provider 17,,,,,,
4250084625040,327734,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084625057,232771,Keskin,Felge,provider 17,,,,,,
4250084625057,327735,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625064,232772,Keskin,Felge,provider 17,,,,,,
4250084625088,232774,Keskin,Felge,provider 17,,,,,,
4250084625095,232775,Keskin,Felge,provider 17,,,,,,
4250084625095,327739,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625132,327711,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625132,232747,Keskin,Felge,provider 17,,,,,,
4250084625149,232748,Keskin,Felge,provider 17,,,,,,
4250084625149,327712,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625170,232751,Keskin,Felge,provider 17,,,,,,
4250084625170,327715,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625187,232752,Keskin,Felge,provider 17,,,,,,
4250084625187,327716,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625200,232754,Keskin,Felge,provider 17,,,,,,
4250084625200,327718,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084625217,327719,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625217,232755,Keskin,Felge,provider 17,,,,,,
4250084625224,232756,Keskin,Felge,provider 17,,,,,,
4250084625224,327720,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625248,232758,Keskin,Felge,provider 17,,,,,,
4250084625255,232759,Keskin,Felge,provider 17,,,,,,
4250084625255,327723,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625262,232760,Keskin,Felge,provider 17,,,,,,
4250084625262,327724,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625286,232762,Keskin,Felge,provider 17,,,,,,
4250084625415,327745,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625415,232781,Keskin,Felge,provider 17,,,,,,
4250084625422,232782,Keskin,Felge,provider 17,,,,,,
4250084625422,327746,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625439,232779,Keskin,Felge,provider 17,,,,,,
4250084625439,327743,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625446,232780,Keskin,Felge,provider 17,,,,,,
4250084625446,327744,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625453,310612,Keskin,Felge,provider 17,,,,,,
4250084625453,328272,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625491,310616,Keskin,Felge,provider 17,,,,,,
4250084625491,328276,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625538,310620,Keskin,Felge,provider 17,,,,,,
4250084625538,328280,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625569,310623,Keskin,Felge,provider 17,,,,,,
4250084625576,310626,Keskin,Felge,provider 17,,,,,,
4250084625576,328286,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625606,310629,Keskin,Felge,provider 17,,,,,,
4250084625606,328289,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084625620,310593,Keskin,Felge,provider 17,,,,,,
4250084625620,328253,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625637,310591,Keskin,Felge,provider 17,,,,,,
4250084625637,328251,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625644,310588,Keskin,Felge,provider 17,,,,,,
4250084625644,328248,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625651,310594,Keskin,Felge,provider 17,,,,,,
4250084625651,328254,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625668,328252,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625668,310592,Keskin,Felge,provider 17,,,,,,
4250084625675,310589,Keskin,Felge,provider 17,,,,,,
4250084625675,328249,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625682,310596,Keskin,Felge,provider 17,,,,,,
4250084625682,328256,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625736,310603,Keskin,Felge,provider 17,,,,,,
4250084625736,328263,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625743,310601,Keskin,Felge,provider 17,,,,,,
4250084625743,328261,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625750,328257,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625750,310597,Keskin,Felge,provider 17,,,,,,
4250084625767,310604,Keskin,Felge,provider 17,,,,,,
4250084625767,328264,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625774,310602,Keskin,Felge,provider 17,,,,,,
4250084625774,328262,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625781,310598,Keskin,Felge,provider 17,,,,,,
4250084625781,328258,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625859,310624,Keskin,Felge,provider 17,,,,,,
4250084625859,328284,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625866,310625,Keskin,Felge,provider 17,,,,,,
4250084625873,310630,Keskin,Felge,provider 17,,,,,,
4250084625897,310668,Keskin,Felge,provider 17,,,,,,
4250084625897,328328,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625903,310669,Keskin,Felge,provider 17,,,,,,
4250084625903,328329,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625927,310671,Keskin,Felge,provider 17,,,,,,
4250084625927,328331,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625934,310672,Keskin,Felge,provider 17,,,,,,
4250084625934,328332,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625941,310673,Keskin,Felge,provider 17,,,,,,
4250084625941,328333,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084625965,310674,Keskin,Felge,provider 17,,,,,,
4250084625972,310675,Keskin,Felge,provider 17,,,,,,
4250084625972,328335,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625989,310676,Keskin,Felge,provider 17,,,,,,
4250084625989,328336,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625996,328337,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084625996,310677,Keskin,Felge,provider 17,,,,,,
4250084626009,328338,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626009,310678,Keskin,Felge,provider 17,,,,,,
4250084626016,310679,Keskin,Felge,provider 17,,,,,,
4250084626016,328339,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626023,310680,Keskin,Felge,provider 17,,,,,,
4250084626023,328340,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626030,310681,Keskin,Felge,provider 17,,,,,,
4250084626030,328341,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626047,310691,Keskin,Felge,provider 17,,,,,,
4250084626085,328353,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084626085,310693,Keskin,Felge,provider 17,,,,,,
4250084626115,310699,MAM,Felge,provider 17,,,,,,
4250084626115,332813,MAM,ALU_FELGE,provider 01,,,,schwarz,,
4250084626122,310700,MAM,Felge,provider 17,,,,,,
4250084626122,332814,MAM,ALU_FELGE,provider 01,,,,schwarz,,
4250084626139,310701,MAM,Felge,provider 17,,,,,,
4250084626139,332815,MAM,ALU_FELGE,provider 01,,,,schwarz,,
4250084626351,310753,Keskin,Felge,provider 17,,,,,,
4250084626351,376826,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626375,310755,Keskin,Felge,provider 17,,,,,,
4250084626375,376831,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626399,310757,Keskin,Felge,provider 17,,,,,,
4250084626399,376836,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626412,310759,Keskin,Felge,provider 17,,,,,,
4250084626412,376841,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626436,310751,Keskin,Felge,provider 17,,,,,,
4250084626436,376843,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626443,310752,Keskin,Felge,provider 17,,,,,,
4250084626450,310761,Keskin,Felge,provider 17,,,,,,
4250084626504,310766,Keskin,Felge,provider 17,,,,,,
4250084626634,310779,Keskin,Felge,provider 17,,,,,,
4250084626634,374247,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626641,310780,Keskin,Felge,provider 17,,,,,,
4250084626641,374248,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626658,310781,Keskin,Felge,provider 17,,,,,,
4250084626658,374249,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626665,374250,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626665,310782,Keskin,Felge,provider 17,,,,,,
4250084626672,374251,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626672,310783,Keskin,Felge,provider 17,,,,,,
4250084626696,310785,Keskin,Felge,provider 17,,,,,,
4250084626771,310793,Keskin,Felge,provider 17,,,,,,
4250084626771,376817,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626788,310794,Keskin,Felge,provider 17,,,,,,
4250084626795,310795,Keskin,Felge,provider 17,,,,,,
4250084626825,310798,Keskin,Felge,provider 17,,,,,,
4250084626856,376813,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626856,384080,Keskin,Felge,provider 17,,,,,,
4250084626863,310807,Keskin,Felge,provider 17,,,,,,
4250084626863,378871,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626870,378872,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626870,310806,Keskin,Felge,provider 17,,,,,,
4250084626887,310809,Keskin,Felge,provider 17,,,,,,
4250084626887,378873,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626894,310808,Keskin,Felge,provider 17,,,,,,
4250084626894,378874,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084626948,310814,Keskin,Felge,provider 17,,,,,,
4250084626948,376809,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084626993,310818,Keskin,Felge,provider 17,,,,,,
4250084627075,389664,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084627075,384087,Keskin,Felge,provider 17,,,,,,
4250084627082,384330,MAM,Felge,provider 17,,,,,,
4250084627105,359214,MAM,Felge,provider 17,,,,,,
4250084627105,381375,MAM,ALU_FELGE,provider 01,,,,schwarz,,
4250084627112,359215,MAM,Felge,provider 17,,,,,,
4250084627112,381376,MAM,ALU_FELGE,provider 01,,,,schwarz,,
4250084627198,384061,Keskin,Felge,provider 17,,,,,,
4250084627204,375280,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627204,384055,Keskin,Felge,provider 17,,,,,,
4250084627211,384062,Keskin,Felge,provider 17,,,,,,
4250084627211,375281,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084627228,384056,Keskin,Felge,provider 17,,,,,,
4250084627242,375284,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627242,384053,Keskin,Felge,provider 17,,,,,,
4250084627280,384065,Keskin,Felge,provider 17,,,,,,
4250084627426,384071,Keskin,Felge,provider 17,,,,,,
4250084627433,384074,Keskin,Felge,provider 17,,,,,,
4250084627440,376838,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627440,384072,Keskin,Felge,provider 17,,,,,,
4250084627488,384059,Keskin,Felge,provider 17,,,,,,
4250084627495,384060,Keskin,Felge,provider 17,,,,,,
4250084627495,383885,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084627518,384106,Keskin,Felge,provider 17,,,,,,
4250084627518,396689,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627532,382516,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627532,384282,Keskin,Felge,provider 17,,,,,,
4250084627549,384107,Keskin,Felge,provider 17,,,,,,
4250084627549,396691,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627563,384283,Keskin,Felge,provider 17,,,,,,
4250084627570,382525,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084627570,384284,Keskin,Felge,provider 17,,,,,,
4250084627594,409556,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627594,384122,Keskin,Felge,provider 17,,,,,,
4250084627600,384123,Keskin,Felge,provider 17,,,,,,
4250084627600,409559,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627617,384120,Keskin,Felge,provider 17,,,,,,
4250084627617,409558,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084627624,381296,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627624,384285,Keskin,Felge,provider 17,,,,,,
4250084627631,381295,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627631,384289,Keskin,Felge,provider 17,,,,,,
4250084627648,384286,Keskin,Felge,provider 17,,,,,,
4250084627648,381299,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084627655,381297,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084627655,384288,Keskin,Felge,provider 17,,,,,,
4250084627679,384116,Keskin,Felge,provider 17,,,,,,
4250084627686,384111,Keskin,Felge,provider 17,,,,,,
4250084627730,384020,Keskin,Felge,provider 17,,,,,,
4250084627730,389619,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627754,384018,Keskin,Felge,provider 17,,,,,,
4250084627761,389622,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627761,384023,Keskin,Felge,provider 17,,,,,,
4250084627822,384007,Keskin,Felge,provider 17,,,,,,
4250084627822,389628,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084627853,384008,Keskin,Felge,provider 17,,,,,,
4250084627884,384013,Keskin,Felge,provider 17,,,,,,
4250084627884,389634,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628027,384044,Keskin,Felge,provider 17,,,,,,
4250084628034,389650,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628034,384279,Keskin,Felge,provider 17,,,,,,
4250084628041,389648,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628041,384280,Keskin,Felge,provider 17,,,,,,
4250084628072,384104,Keskin,Felge,provider 17,,,,,,
4250084628072,389654,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628089,384105,Keskin,Felge,provider 17,,,,,,
4250084628119,384090,Keskin,Felge,provider 17,,,,,,
4250084628119,389658,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628126,384091,Keskin,Felge,provider 17,,,,,,
4250084628126,389656,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628157,389662,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628157,384094,Keskin,Felge,provider 17,,,,,,
4250084628195,384097,Keskin,Felge,provider 17,,,,,,
4250084628195,389667,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628232,384277,Keskin,Felge,provider 17,,,,,,
4250084628232,389613,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628263,409555,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628263,579853,Keskin,Felge,provider 17,,,,,,
4250084628294,384152,Keskin,Felge,provider 17,,,,,,
4250084628355,384160,Keskin,Felge,provider 17,,,,,,
4250084628355,389689,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628379,384166,Keskin,Felge,provider 17,,,,,,
4250084628379,389687,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628409,384169,Keskin,Felge,provider 17,,,,,,
4250084628409,389686,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628416,384170,Keskin,Felge,provider 17,,,,,,
4250084628416,389688,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628447,386758,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628447,384173,Keskin,Felge,provider 17,,,,,,
4250084628461,384154,Keskin,Felge,provider 17,,,,,,
4250084628461,386756,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628492,384162,Keskin,Felge,provider 17,,,,,,
4250084628492,386757,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628508,384164,Keskin,Felge,provider 17,,,,,,
4250084628508,389695,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628515,384174,Keskin,Felge,provider 17,,,,,,
4250084628515,389693,Keskin,ALU_FELGE,provider 01,,,,silber,,
4250084628546,384180,Keskin,Felge,provider 17,,,,,,
4250084628546,389701,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628553,384181,Keskin,Felge,provider 17,,,,,,
4250084628553,389702,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628584,384178,Keskin,Felge,provider 17,,,,,,
4250084628584,389710,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628607,384185,Keskin,Felge,provider 17,,,,,,
4250084628607,389708,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628621,384187,Keskin,Felge,provider 17,,,,,,
4250084628621,389707,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628652,389674,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628652,384149,Keskin,Felge,provider 17,,,,,,
4250084628669,384150,Keskin,Felge,provider 17,,,,,,
4250084628676,384147,Keskin,Felge,provider 17,,,,,,
4250084628676,389681,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628683,384148,Keskin,Felge,provider 17,,,,,,
4250084628683,389679,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628690,384146,Keskin,Felge,provider 17,,,,,,
4250084628690,389680,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628706,389703,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628706,384190,Keskin,Felge,provider 17,,,,,,
4250084628713,384176,Keskin,Felge,provider 17,,,,,,
4250084628713,389709,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628720,384175,Keskin,Felge,provider 17,,,,,,
4250084628720,389698,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628737,384115,Keskin,Felge,provider 17,,,,,,
4250084628737,409560,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628843,384049,Keskin,Felge,provider 17,,,,,,
4250084628850,384130,Keskin,Felge,provider 17,,,,,,
4250084628850,398180,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628867,384133,Keskin,Felge,provider 17,,,,,,
4250084628867,398182,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628874,398183,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628874,384131,Keskin,Felge,provider 17,,,,,,
4250084628881,398189,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628881,384132,Keskin,Felge,provider 17,,,,,,
4250084628898,384134,Keskin,Felge,provider 17,,,,,,
4250084628898,398190,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628904,384135,Keskin,Felge,provider 17,,,,,,
4250084628904,398192,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628911,384129,Keskin,Felge,provider 17,,,,,,
4250084628911,398193,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084628942,384099,Keskin,Felge,provider 17,,,,,,
4250084628959,384098,Keskin,Felge,provider 17,,,,,,
4250084628959,398177,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628966,384086,Keskin,Felge,provider 17,,,,,,
4250084628966,390578,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084628973,398610,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084628973,384205,Keskin,Felge,provider 17,,,,,,
4250084629000,384192,Keskin,Felge,provider 17,,,,,,
4250084629000,398611,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629048,384196,Keskin,Felge,provider 17,,,,,,
4250084629048,398576,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629062,384198,Keskin,Felge,provider 17,,,,,,
4250084629086,384199,Keskin,Felge,provider 17,,,,,,
4250084629086,398585,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629093,398583,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629093,384200,Keskin,Felge,provider 17,,,,,,
4250084629116,384201,Keskin,Felge,provider 17,,,,,,
4250084629154,384214,Keskin,Felge,provider 17,,,,,,
4250084629154,398592,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629161,384213,Keskin,Felge,provider 17,,,,,,
4250084629161,398590,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629185,384212,Keskin,Felge,provider 17,,,,,,
4250084629185,398589,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629222,384217,Keskin,Felge,provider 17,,,,,,
4250084629239,384218,Keskin,Felge,provider 17,,,,,,
4250084629253,384220,Keskin,Felge,provider 17,,,,,,
4250084629260,384221,Keskin,Felge,provider 17,,,,,,
4250084629260,398598,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629284,384223,Keskin,Felge,provider 17,,,,,,
4250084629284,398605,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629291,384224,Keskin,Felge,provider 17,,,,,,
4250084629314,398602,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629314,384228,Keskin,Felge,provider 17,,,,,,
4250084629345,384229,Keskin,Felge,provider 17,,,,,,
4250084629345,398612,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629376,384281,Keskin,Felge,provider 17,,,,,,
4250084629376,398178,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629383,384191,Keskin,Felge,provider 17,,,,,,
4250084629413,400044,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629413,434814,Keskin,Felge,provider 17,,,,,,
4250084629420,400046,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629420,434811,Keskin,Felge,provider 17,,,,,,
4250084629437,434810,Keskin,Felge,provider 17,,,,,,
4250084629437,412461,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629444,412462,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629444,434812,Keskin,Felge,provider 17,,,,,,
4250084629468,400049,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629468,434819,Keskin,Felge,provider 17,,,,,,
4250084629475,400048,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629475,434808,Keskin,Felge,provider 17,,,,,,
4250084629482,434816,Keskin,Felge,provider 17,,,,,,
4250084629482,400050,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629505,412464,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629505,434817,Keskin,Felge,provider 17,,,,,,
4250084629512,434813,Keskin,Felge,provider 17,,,,,,
4250084629529,384127,Keskin,Felge,provider 17,,,,,,
4250084629529,400054,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629536,400053,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629536,434815,Keskin,Felge,provider 17,,,,,,
4250084629543,384125,Keskin,Felge,provider 17,,,,,,
4250084629543,400055,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629581,384278,Keskin,Felge,provider 17,,,,,,
4250084629581,398167,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629604,384467,Keskin,Felge,provider 17,,,,,,
4250084629604,399321,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629635,398169,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629635,384275,Keskin,Felge,provider 17,,,,,,
4250084629673,3795915,Keskin,Felge,provider 17,,,,,,
4250084629895,399320,Keskin,ALU_FELGE,provider 01,,,,grau / anthrazit,,
4250084629895,384462,Keskin,Felge,provider 17,,,,,,
4250084629932,409562,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629932,384119,Keskin,Felge,provider 17,,,,,,
4250084629963,398179,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629963,384145,Keskin,Felge,provider 17,,,,,,
4250084629970,398181,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084629970,384143,Keskin,Felge,provider 17,,,,,,
4250084629987,384140,Keskin,Felge,provider 17,,,,,,
4250084629987,398186,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084629994,384137,Keskin,Felge,provider 17,,,,,,
4250084629994,398185,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084630006,384139,Keskin,Felge,provider 17,,,,,,
4250084630013,384138,Keskin,Felge,provider 17,,,,,,
4250084630013,398184,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084630020,398187,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630020,384142,Keskin,Felge,provider 17,,,,,,
4250084630037,384136,Keskin,Felge,provider 17,,,,,,
4250084630037,398188,Keskin,ALU_FELGE,provider 01,,,,sonstige,,
4250084630044,384144,Keskin,Felge,provider 17,,,,,,
4250084630044,398191,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630051,384141,Keskin,Felge,provider 17,,,,,,
4250084630051,398194,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630075,417091,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630075,434832,Keskin,Felge,provider 17,,,,,,
4250084630082,434829,Keskin,Felge,provider 17,,,,,,
4250084630082,417094,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630099,417089,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
4250084630099,434830,Keskin,Felge,provider 17,,,,,,
4250084630105,417092,Keskin,ALU_FELGE,provider 01,,,,schwarz,,
