ean,product_id,manufacturer,article_type,provider,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
4024063007406,250002620,BARUM,Reifen,provider 16,235,55,R,19,,,BRAVURIS 6 EVC XLFR,,,,,,,
4024063007499,250002540,BARUM,Reifen,provider 16,205,45,R,17,,,BRAVURIS 6 EVC XLFR,,,,,,,
4024063007536,250002592,BARUM,Reifen,provider 16,225,45,R,17,,,BRAVURIS 6 EVC FR,,,,,,,
4024063007567,250002587,BARUM,Reifen,provider 16,225,40,R,18,,,BRAVURIS 6 EVC XLFR,,,,,,,
4024063007574,250002593,BARUM,Reifen,provider 16,225,45,R,18,,,BRAVURIS 6 EVC XLFR,,,,,,,
4024063009004,250002547,BARUM,Reifen,provider 16,205,55,R,16,,,BRAVURIS 6 XL,,,,,,,
4024067003008,130003661,SEMPERIT,Reifen,provider 16,215,65,R,17,,,SPEED-GRIP 5 FR M+S,,,,,,,
4024067003268,130003651,SEMPERIT,Reifen,provider 16,215,55,R,16,,,SPEED-GRIP 5 M+S,,,,,,,
4024067003336,130003669,SEMPERIT,Reifen,provider 16,225,45,R,17,,,SPEED-GRIP 5 FR M+S,,,,,,,
4024067003381,130003667,SEMPERIT,Reifen,provider 16,225,40,R,18,,,SPEED-GRIP 5 XLFR M+S,,,,,,,
4024067004142,130003645,SEMPERIT,Reifen,provider 16,205,65,R,16C,105,,VAN-GRIP 3 3PMSF,,,,,,,
4024067748213,130003338,SEMPERIT,Reifen,provider 16,255,55,R,18,,,SPEED-GRIP 3 SUV XLFR,,,,,,,
4024068000600,30002204,UNIROYAL,Reifen,provider 16,215,55,R,16,,,ALLSEASONEXPERT 2 XL,,,,,,,
4024068000822,30002228,UNIROYAL,Reifen,provider 16,165,65,R,14,,,ALLSEASONEXPERT 2 3PMSF,,,,,,,
4024068000839,30002205,UNIROYAL,Reifen,provider 16,215,55,R,18,,,ALLSEASONEXPERT 2 XLFR,,,,,,,
4024068000853,30002239,UNIROYAL,Reifen,provider 16,215,60,R,16,,,ALLSEASONEXPERT 2 3PMSF XL,,,,,,,
4024068001355,30002257,UNIROYAL,Reifen,provider 16,215,55,R,17,,,ALLSEASONEXPERT 2 XLFR 3PMSF,,,,,,,
4024068002581,30002261,UNIROYAL,Reifen,provider 16,195,55,R,16,,,RAINSPORT 5,,,,,,,
4024068002642,30002281,UNIROYAL,Reifen,provider 16,215,55,R,17,,,RAINSPORT 5 XLFR,,,,,,,
4024068002918,30002267,UNIROYAL,Reifen,provider 16,205,45,R,17,,,RAINSPORT 5 XLFR,,,,,,,
4024068002932,30002305,UNIROYAL,Reifen,provider 16,205,55,R,17,,,RAINSPORT 5 XLFR,,,,,,,
4024068002963,30002275,UNIROYAL,Reifen,provider 16,215,45,R,17,,,RAINSPORT 5 XLFR,,,,,,,
4024068003373,30002493,UNIROYAL,Reifen,provider 16,225,60,R,18,,,WINTEREXPERT XLFR 3PMSF,,,,,,,
4024068004462,30002557,UNIROYAL,Reifen,provider 16,205,60,R,16,,,RAINEXPERT 5,,,,,,,
4024068004844,30002567,UNIROYAL,Reifen,provider 16,215,65,R,16,,,RAINEXPERT 5,,,,,,,
4024068004929,30002562,UNIROYAL,Reifen,provider 16,215,60,R,16,,,RAINEXPERT 5 XL,,,,,,,
4024068005025,30002419,UNIROYAL,Reifen,provider 16,205,60,R,16,,,ALLSEASONEXPERT 2 XL 3PMSF,,,,,,,
4024068005834,30002593,UNIROYAL,Reifen,provider 16,195,65,R,15,,,ALLSEASONEXPERT 2 3PMSF,,,,,,,
4024068006213,30002622,UNIROYAL,Reifen,provider 16,205,60,R,16,,,RAINEXPERT 5 XL,,,,,,,
4038526020475,50007890,GOODYEAR,Reifen,provider 16,255,35,R,20,,,EAG.F1 ASY. 5 XL*FP,,,,,,,
4038526021212,40002336,FULDA,Reifen,provider 16,175,65,R,15,,,KRISTALL MONTERO 2 MS XL 3PM,,,,,,,
4038526025623,50007683,GOODYEAR,Reifen,provider 16,195,45,R,16,,,VECTOR 4S G3 XLFP 3PMSF,,,,,,,
4038526026712,50007549,GOODYEAR,Reifen,provider 16,215,50,R,17,,,EFFI.GRIP PERF. 2 XL,,,,,,,
4038526036025,40002400,FULDA,Reifen,provider 16,225,45,R,17,,,SPORTCONTROL 2 FP,,,,,,,
4038526039149,50007525,GOODYEAR,Reifen,provider 16,195,60,R,16,,,EFFI.GRIP PERF. 2,,,,,,,
4038526040350,40002395,FULDA,Reifen,provider 16,215,60,R,17,,,KRIST.CONTR. SUV 3PMSF,,,,,,,
4038526040367,40002434,FULDA,Reifen,provider 16,235,65,R,17,,,KRIST.CONTR. SUV XL 3PMSF,,,,,,,
4038526041784,40002444,FULDA,Reifen,provider 16,205,55,R,17,,,KRIST.CONTR. HP 2 XL 3PMSF,,,,,,,
4038526041821,40002353,FULDA,Reifen,provider 16,215,70,R,15C,107,,CONVEO TOUR 2,,,,,,,
4038526042743,50007805,GOODYEAR,Reifen,provider 16,245,35,R,20,,,EAG.F1 ASY. 5 ROFXL*FP,,,,,,,
4038526044310,50007703,GOODYEAR,Reifen,provider 16,215,60,R,17,,,VECTOR 4S G3 XL 3PMSF,,,,,,,
4038526045560,50007905,GOODYEAR,Reifen,provider 16,265,40,R,20,,,EAG.F1 ASY. 3 XLFP,,,,,,,
4038526052070,50007795,GOODYEAR,Reifen,provider 16,245,40,R,18,,,EAG.F1 ASY. 5 XLMOFP,,,,,,,
4038526054579,40002463,FULDA,Reifen,provider 16,225,50,R,18,,,ECOCONTROL HP 2 XLFP,,,,,,,
4038526056214,40002408,FULDA,Reifen,provider 16,205,40,R,17,,,SPORTCONTROL 2 XLFP,,,,,,,
4038526056283,40002398,FULDA,Reifen,provider 16,225,40,R,18,,,SPORTCONTROL 2 XLFP,,,,,,,
4038526056337,40002435,FULDA,Reifen,provider 16,245,35,R,18,,,SPORTCONTROL 2 XLFP,,,,,,,
4038526056344,40002419,FULDA,Reifen,provider 16,245,35,R,19,,,SPORTCONTROL 2 XLFP,,,,,,,
4038526056795,40002431,FULDA,Reifen,provider 16,275,40,R,20,,,SPORTCONTROL 2 XLFP,,,,,,,
4038526062314,50007615,GOODYEAR,Reifen,provider 16,195,45,R,16,,,EFFI.GRIP PERF. XL,,,,,,,
4038526067821,50008513,GOODYEAR,Reifen,provider 16,185,60,R,15,,,ULTRA GRIP PERFORMANCE 3 XL,,,,,,,
4038526068156,50008523,GOODYEAR,Reifen,provider 16,195,65,R,15,,,ULTRA GRIP PERFORMANCE 3 XL,,,,,,,
4038526068194,50008528,GOODYEAR,Reifen,provider 16,205,50,R,17,,,ULTRA GRIP PERFORMANCE 3 XLF,,,,,,,
4038526068767,50008557,GOODYEAR,Reifen,provider 16,225,45,R,17,,,ULTRA GRIP PERFORMANCE 3 XLF,,,,,,,
4038526068835,50008565,GOODYEAR,Reifen,provider 16,225,55,R,17,,,ULTRA GRIP PERFORMANCE 3 XLF,,,,,,,
4038526068842,50008564,GOODYEAR,Reifen,provider 16,225,55,R,17,,,ULTRA GRIP PERFORMANCE 3 FP,,,,,,,
4038526072665,40002443,FULDA,Reifen,provider 16,195,55,R,16,,,KRIST.CONTR. HP 2 XL 3PMSF,,,,,,,
4038526072672,50008084,GOODYEAR,Reifen,provider 16,195,60,R,16C,97,,VECTOR 4S CARGO 3PMSF (97),,,,,,,
4038526073839,40002439,FULDA,Reifen,provider 16,185,60,R,15,,,KRIST.MONT.3 MS 3PMSF,,,,,,,
4038526073860,40002440,FULDA,Reifen,provider 16,185,60,R,15,,,KRIST.MONT.3 MS XL 3PMSF,,,,,,,
4038526073990,50008151,GOODYEAR,Reifen,provider 16,225,50,R,17,,,EAG.F1 ASY. 6 FP,,,,,,,
4038526074003,50008150,GOODYEAR,Reifen,provider 16,225,50,R,17,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526074157,50008132,GOODYEAR,Reifen,provider 16,205,40,R,17,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526074386,50008187,GOODYEAR,Reifen,provider 16,245,45,R,19,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526074645,50008036,GOODYEAR,Reifen,provider 16,175,65,R,15,,,VECTOR 4S G3 XL 3PMSF,,,,,,,
4038526074737,50008155,GOODYEAR,Reifen,provider 16,235,35,R,19,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526074843,50008174,GOODYEAR,Reifen,provider 16,245,35,R,19,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526075017,50008191,GOODYEAR,Reifen,provider 16,255,40,R,19,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526076342,50007856,GOODYEAR,Reifen,provider 16,225,60,R,18,,,EFFI.GRIP 2 SUV,,,,,,,
4038526076359,50007857,GOODYEAR,Reifen,provider 16,225,60,R,18,,,EFFI.GRIP 2 SUV XL,,,,,,,
4038526076410,50007868,GOODYEAR,Reifen,provider 16,235,55,R,18,,,EFFI.GRIP 2 SUV,,,,,,,
4038526076465,50007880,GOODYEAR,Reifen,provider 16,235,65,R,17,,,EFFI.GRIP 2 SUV,,,,,,,
4038526076502,50008188,GOODYEAR,Reifen,provider 16,245,65,R,17,,,EFFI.GRIP 2 SUV XL,,,,,,,
4038526076830,50007860,GOODYEAR,Reifen,provider 16,225,65,R,17,,,EFFI.GRIP 2 SUV XL,,,,,,,
4038526086006,50007835,GOODYEAR,Reifen,provider 16,215,60,R,17C,107,,EFFI.GRIP CARGO 2,,,,,,,
4038526086051,50007850,GOODYEAR,Reifen,provider 16,225,55,R,17C,102,,EFFI.GRIP CARGO 2,,,,,,,
4038526090904,50008025,GOODYEAR,Reifen,provider 16,225,40,R,18,,,EAG.F1 SUPERSPORT XLFP,,,,,,,
4038526091529,50008298,GOODYEAR,Reifen,provider 16,235,65,R,16C,,,VECTOR 4S CARGO MO-V 3PMSF (,,,,,,,
4038526099389,50008308,GOODYEAR,Reifen,provider 16,255,55,R,19,,,VECTOR 4S G3 SUV XL 3PMSF,,,,,,,
4038526099839,50008387,GOODYEAR,Reifen,provider 16,215,60,R,16,,,EFFI.GRIP PERF. 2 XL,,,,,,,
4038526100214,40002508,FULDA,Reifen,provider 16,225,45,R,18,,,MULTICONTROL XLFP 3PMSF,,,,,,,
4038526100221,40002511,FULDA,Reifen,provider 16,165,65,R,15,,,MULTICONTROL 3PMSF,,,,,,,
4038526281531,20003885,DUNLOP,Reifen,provider 16,235,50,R,19,,,SP SPORT MAXX  MO MFS,,,,,,,
4038526327901,50008286,GOODYEAR,Reifen,provider 16,225,40,R,19,,,EAG.F1 ASY. 6 XLFP,,,,,,,
4038526336002,50008093,GOODYEAR,Reifen,provider 16,225,50,R,17,,,EAG.F1 ASY. 5 MO,,,,,,,
4038526345547,50008374,GOODYEAR,Reifen,provider 16,185,65,R,15,,,EFFI.GRIP COMP. 2,,,,,,,
4038526352453,50008667,GOODYEAR,Reifen,provider 16,205,45,R,17,,,EAG.F1 ASY. 5 ROFXL*RSC,,,,,,,
4038526353474,50008417,GOODYEAR,Reifen,provider 16,235,50,R,19C,109,,VECTOR 4S CARGO 3PMSF,,,,,,,
4038526360564,50008327,GOODYEAR,Reifen,provider 16,HL255,35,R,21,,,EAG.F1 ASY. 5 XL,,,,,,,
4038526388902,21000941,DUNLOP,Reifen,provider 16,195,60,R,16C,97,,ECONODRIVE AS 3PMSF,,,,,,,
4038526395252,50008659,GOODYEAR,Reifen,provider 16,275,30,R,20,,,VECTOR 4SEASONS G3 XLFP 3PMS,,,,,,,
4038526406347,50008611,GOODYEAR,Reifen,provider 16,215,55,R,17,,,EFFICIENTGRIP PERFORMANCE 2,,,,,,,
4038526406354,50008613,GOODYEAR,Reifen,provider 16,215,60,R,16,,,ULTRA GRIP PERFORMANCE 3 (+),,,,,,,
4038526409003,21001004,DUNLOP,Reifen,provider 16,215,65,R,17,,,SPORT RESPONSE,,,,,,,
4038526409096,21001027,DUNLOP,Reifen,provider 16,235,60,R,18,,,SPORT RESPONSE XL,,,,,,,
4038526419750,50008670,GOODYEAR,Reifen,provider 16,175,65,R,14,,,VECTOR 4SEASONS G3 XL 3PMSF,,,,,,,
4038526420602,21000985,DUNLOP,Reifen,provider 16,205,45,R,17,,,ALL SEASON 2 XLMFS 3PMSF,,,,,,,
4038526421791,21001066,DUNLOP,Reifen,provider 16,235,55,R,19,,,ALL SEASON 2 XL 3PMSF,,,,,,,
4038526431868,50008742,GOODYEAR,Reifen,provider 16,245,45,R,19,,,EFFICIENTGRIP PERFORMANCE SU,,,,,,,
4038526437303,50008698,GOODYEAR,Reifen,provider 16,215,70,R,15C,107,,ULTRA GRIP CARGO 3PMSF,,,,,,,
4038526478443,21001080,DUNLOP,Reifen,provider 16,215,45,R,16,,,SP MAXX MFS,,,,,,,
4038526478474,50009078,GOODYEAR,Reifen,provider 16,LT265,65,R,17,117,,WRANGLER DURATRAC RT POR EVR,,,,,,,
4250427411408,290000219,FALKEN,Reifen,provider 16,225,55,R,17,,,ZE914A EC ECORUN,,,,,,,
4250427412290,290000131,FALKEN,Reifen,provider 16,195,65,R,16C,102,,VAN01,,,,,,,
4250427417578,290000465,FALKEN,Reifen,provider 16,215,55,R,16,,,ZIEX ZE-310 EC XL,,,,,,,
4250427417707,290000624,FALKEN,Reifen,provider 16,185,50,R,16,,,ZIEX ZE-310 EC MFS,,,,,,,
4250427417745,290000645,FALKEN,Reifen,provider 16,205,50,R,17,,,ZIEX ZE-310 EC XLMFS,,,,,,,
4250427417950,290000632,FALKEN,Reifen,provider 16,195,40,R,17,,,ZIEX ZE-310 EC XLMFS,,,,,,,
4250427418056,290000529,FALKEN,Reifen,provider 16,195,75,R,16C,108,,EUROALLSEASON VAN 11,,,,,,,
4250427423753,290000975,FALKEN,Reifen,provider 16,175,70,R,14C,93,,VAN01 3PMSF,,,,,,,
4250427424019,290000852,FALKEN,Reifen,provider 16,165,65,R,15,,,SINCERA SN-110 EC,,,,,,,
4250427424125,290000856,FALKEN,Reifen,provider 16,175,55,R,15,,,SINCERA SN-110 EC,,,,,,,
4250427424149,290000862,FALKEN,Reifen,provider 16,175,65,R,15,,,SINCERA SN-110 EC,,,,,,,
4250427424309,290000892,FALKEN,Reifen,provider 16,195,55,R,16,,,SINCERA SN-110 EC XL,,,,,,,
4250427424606,290001073,FALKEN,Reifen,provider 16,215,70,R,15C,107,,EUROALLSEASON VAN 11 3PMSF,,,,,,,
4250427424699,290000891,FALKEN,Reifen,provider 16,195,55,R,15,,,ZIEX ZE-310 EC,,,,,,,
4250427429113,290001247,FALKEN,Reifen,provider 16,235,45,R,18,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429144,290001272,FALKEN,Reifen,provider 16,245,40,R,18,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429175,290001242,FALKEN,Reifen,provider 16,235,40,R,18,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429199,290001281,FALKEN,Reifen,provider 16,245,45,R,19,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429205,290001245,FALKEN,Reifen,provider 16,235,45,R,17,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429229,290001296,FALKEN,Reifen,provider 16,255,45,R,18,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429304,290001294,FALKEN,Reifen,provider 16,255,40,R,19,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429311,290001274,FALKEN,Reifen,provider 16,245,40,R,19,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429328,290001269,FALKEN,Reifen,provider 16,245,35,R,20,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429373,290001275,FALKEN,Reifen,provider 16,245,40,R,20,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429434,290001270,FALKEN,Reifen,provider 16,245,40,R,17,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429458,290001295,FALKEN,Reifen,provider 16,255,40,R,20,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429489,290001297,FALKEN,Reifen,provider 16,255,45,R,19,,Z,AZENIS FK-520 XLMFS,,,,,,,
4250427429571,290001204,FALKEN,Reifen,provider 16,215,55,R,18,,,AZENIS FK-520 XL,,,,,,,
4250427429649,290001257,FALKEN,Reifen,provider 16,235,55,R,19,,,AZENIS FK-520 XL,,,,,,,
4250427429670,290001298,FALKEN,Reifen,provider 16,255,45,R,20,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429717,290001331,FALKEN,Reifen,provider 16,295,35,R,21,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429786,290001327,FALKEN,Reifen,provider 16,285,40,R,21,,,AZENIS FK-520 XLMFS,,,,,,,
4250427429854,290001196,FALKEN,Reifen,provider 16,215,40,R,17,,,AZENIS FK-520 XLMFS,,,,,,,
4250427430164,290001188,FALKEN,Reifen,provider 16,205,60,R,16,,,SINCERA SN-110,,,,,,,
4250427430300,290001181,FALKEN,Reifen,provider 16,205,40,R,17,,,ZIEX ZE-310 EC XLMFS,,,,,,,
4250427430324,290001239,FALKEN,Reifen,provider 16,225,65,R,17,,,ZIEX ZE-310 EC,,,,,,,
4250427430614,290001379,FALKEN,Reifen,provider 16,215,65,R,16,,,HS02 3PMSF,,,,,,,
4250427430805,290001372,FALKEN,Reifen,provider 16,205,60,R,16,,,HS02 3PMSF,,,,,,,
4250427431437,290001567,FALKEN,Reifen,provider 16,175,70,R,14,,,EUROWINTER HS02 BLK 3PMSF,,,,,,,
4250427431604,290001576,FALKEN,Reifen,provider 16,215,50,R,17,,,EUROWINTER HS02 XLBLKMFS 3PM,,,,,,,
4250427431628,290001797,FALKEN,Reifen,provider 16,215,55,R,18,,,EUROWINTER HS02 XLBLK 3PMSF,,,,,,,
4250427431659,290001791,FALKEN,Reifen,provider 16,205,65,R,16,,,EUROWINTER HS02 BLK 3PMSF,,,,,,,
4250427431840,290001596,FALKEN,Reifen,provider 16,235,50,R,18,,,EUROWINTER HS02 PRO XLNBLMFS,,,,,,,
4250427432588,290001455,FALKEN,Reifen,provider 16,225,60,R,17,,,ZIEX ZE-310 EC,,,,,,,
4250427434056,290001598,FALKEN,Reifen,provider 16,235,50,R,19,,,EUROALLSEASON AS-220 PRO XLM,,,,,,,
4250427434674,290001834,FALKEN,Reifen,provider 16,205,55,R,16,,,ZIEX ZE-310 EC AOBLK,,,,,,,
4250427436944,290001852,FALKEN,Reifen,provider 16,215,65,R,17,,,EUROALLSEASON AS-220 (+)BLK,,,,,,,
4250427437057,290001784,FALKEN,Reifen,provider 16,205,55,R,16,,,ZIEX ZE-320,,,,,,,
4250427437200,290001804,FALKEN,Reifen,provider 16,225,45,R,18,,,ZIEX ZE-320 XLMFS,,,,,,,
4250427437330,290001824,FALKEN,Reifen,provider 16,185,50,R,16,,,ZIEX ZE-320 XLBLK,,,,,,,
4250427437484,290001832,FALKEN,Reifen,provider 16,205,50,R,17,,,ZIEX ZE-320 XLBLK,,,,,,,
4250427437514,290001843,FALKEN,Reifen,provider 16,215,40,R,18,,,ZIEX ZE-320 XLBLKMFS,,,,,,,
4250427437668,290001869,FALKEN,Reifen,provider 16,225,60,R,18,,,ZIEX ZE-320 BLK,,,,,,,
4548515007672,160003387,YOKOHAMA,Reifen,provider 16,215,60,R,17C,107,,BLUEARTH-VAN ALL SEASON RY61,,,,,,,
4548515028073,160003588,YOKOHAMA,Reifen,provider 16,205,45,R,17,,,BLUEARTH-4S AW21 XL 3PMSF,,,,,,,
4548515300001,160004114,YOKOHAMA,Reifen,provider 16,225,50,R,18,,,BLUEARTH-4S AW21 XLRPB 3PMSF,,,,,,,
4717784238357,190000757,MAXXIS,Reifen,provider 16,145,,R,10C,82,,CR-966 TRAILERMAXX,,,,,,,
4717784243535,190001232,MAXXIS,Reifen,provider 16,185,,R,14C,102,,CR-967 TRAILERMAXX,,,,,,,
4717784278285,190000554,MAXXIS,Reifen,provider 16,175,55,R,15,,,WP-05 ARCTICTREKKER,,,,,,,
4717784278315,190000614,MAXXIS,Reifen,provider 16,165,80,R,13,,,WP-05 XL ARCTICTREKKER,,,,,,,
4717784278384,190000545,MAXXIS,Reifen,provider 16,135,70,R,15,,,WP-05 ARCTICTREKKER  M+S,,,,,,,
4717784278414,190000920,MAXXIS,Reifen,provider 16,165,60,R,14,,,WP-05 ARCTICTREKKER XL 3PMSF,,,,,,,
4717784294452,190000430,MAXXIS,Reifen,provider 16,195,55,R,10C,96,,CR-966N TRAILERMAXX M+S,,,,,,,
4717784300375,190000579,MAXXIS,Reifen,provider 16,185,60,R,14,,,AP2 GANZJAHR,,,,,,,
4717784312613,190000580,MAXXIS,Reifen,provider 16,135,80,R,15,,,AP2 GANZJAHR,,,,,,,
4717784313863,190001269,MAXXIS,Reifen,provider 16,185,65,R,14C,91,,CR-965 TRAILERMAXX M+S,,,,,,,
4717784315157,190001280,MAXXIS,Reifen,provider 16,195,65,R,15,,,PREMITRA SNOW WP6 3PMSF,,,,,,,
4717784315164,190001219,MAXXIS,Reifen,provider 16,195,65,R,15,,,WP-06 PREMITRA SNOW,,,,,,,
4717784317632,190000653,MAXXIS,Reifen,provider 16,195,50,R,15,,,PREMITRA 5 XL,,,,,,,
4717784317700,190000658,MAXXIS,Reifen,provider 16,205,55,R,16,,Z,PREMITRA 5 XL,,,,,,,
4717784317731,190000656,MAXXIS,Reifen,provider 16,215,60,R,16,,Z,PREMITRA 5 XL,,,,,,,
4717784326054,190000712,MAXXIS,Reifen,provider 16,255,65,R,17,,,MA-SAS GANZJAHR XL,,,,,,,
4717784330051,190001021,MAXXIS,Reifen,provider 16,205,45,R,16,,,WP-05 XLFSL 3PMSF,,,,,,,
4717784332208,190000853,MAXXIS,Reifen,provider 16,225,50,R,16,,Z,PREMITRA 5,,,,,,,
4717784332314,190001101,MAXXIS,Reifen,provider 16,225,60,R,17,,,PREMITRA 5,,,,,,,
4717784332413,190000744,MAXXIS,Reifen,provider 16,215,40,R,17,,Z,PREMITRA 5 XL,,,,,,,
4717784338170,190000811,MAXXIS,Reifen,provider 16,205,75,R,16C,111,,VANSMART A/S AL2,,,,,,,
4717784338545,190000810,MAXXIS,Reifen,provider 16,195,,R,14C,104,,VANSMART A/S AL2,,,,,,,
4717784338576,190000871,MAXXIS,Reifen,provider 16,205,60,R,16C,98,,VANSMART A/S AL2,,,,,,,
4717784338606,190000790,MAXXIS,Reifen,provider 16,165,70,R,14C,87,,VANSMART A/S AL2,,,,,,,
4717784338880,190000977,MAXXIS,Reifen,provider 16,185,65,R,15,,,MECOTRA 3,,,,,,,
4717784339054,190000800,MAXXIS,Reifen,provider 16,205,55,R,15,,,MECOTRA 3,,,,,,,
4717784339108,190000799,MAXXIS,Reifen,provider 16,165,65,R,15,,,MECOTRA 3,,,,,,,
4717784341316,190000788,MAXXIS,Reifen,provider 16,185,,R,14C,100,,VANSMART A/S AL2,,,,,,,
4717784343068,190000808,MAXXIS,Reifen,provider 16,225,55,R,17C,107,,VANSMART MCV3+,,,,,,,
4717784344935,190000854,MAXXIS,Reifen,provider 16,225,45,R,17,,Z,VICTRA SPORT 5 XL,,,,,,,
4717784347547,190001147,MAXXIS,Reifen,provider 16,245,45,R,20,,Z,VICTRA SPORT 5 SUV XL,,,,,,,
4717784348148,190001218,MAXXIS,Reifen,provider 16,185,65,R,15,,,WP-06 PREMITRA SNOW,,,,,,,
4717784348162,190001220,MAXXIS,Reifen,provider 16,205,55,R,16,,,WP-06 PREMITRA SNOW,,,,,,,
4717784348261,190001222,MAXXIS,Reifen,provider 16,205,60,R,16,,,WP-06 XL PREMITRA SNOW,,,,,,,
4717784349190,190001216,MAXXIS,Reifen,provider 16,225,45,R,17,,,PREMITRA ALL SEASON AP3 XL,,,,,,,
4717784349725,190001275,MAXXIS,Reifen,provider 16,195,55,R,15,,,PREMITRA ALL SEASON AP3 XLFS,,,,,,,
4717784349732,190001277,MAXXIS,Reifen,provider 16,195,55,R,16,,,AP3 XL GANZJAHR,,,,,,,
4717784349770,190001254,MAXXIS,Reifen,provider 16,205,45,R,17,,,PREMITRA ALL SEASON AP3 XL,,,,,,,
4717784349787,190001305,MAXXIS,Reifen,provider 16,225,55,R,17,,,AP3 XL GANZJAHR,,,,,,,
4717784349893,190001268,MAXXIS,Reifen,provider 16,185,60,R,15,,,PREMITRA ALL SEASON AP3 XL 3,,,,,,,
4717784349923,190001261,MAXXIS,Reifen,provider 16,175,65,R,15,,,AP3 XL GANZJAHR,,,,,,,
4717784349930,190001286,MAXXIS,Reifen,provider 16,205,65,R,15,,,AP3 GANZJAHR XL,,,,,,,
4717784349954,190001236,MAXXIS,Reifen,provider 16,215,55,R,18,,,PREMITRA ALL SEASON AP3 XL,,,,,,,
4717784349985,190001235,MAXXIS,Reifen,provider 16,215,55,R,17,,,AP3 XL GANZJAHR,,,,,,,
4717784350103,190001574,MAXXIS,Reifen,provider 16,245,35,R,19,,,"PREMITRA ALL SEASON, AP3 XLN",,,,,,,
4717784350158,190001554,MAXXIS,Reifen,provider 16,235,45,R,18,,,"PREMITRA ALL SEASON, AP3 XLN",,,,,,,
4717784350417,190001325,MAXXIS,Reifen,provider 16,265,45,R,20,,,PREMITRA ALL SEASON AP3 SUV,,,,,,,
4717784350462,190001311,MAXXIS,Reifen,provider 16,235,55,R,17,,,PREMITRA ALL SEASON AP3 SUV,,,,,,,
4717784353401,190001576,MAXXIS,Reifen,provider 16,225,50,R,16,,,PREMITRA ALL SEASON AP3 XL,,,,,,,
4717784357140,190001609,MAXXIS,Reifen,provider 16,255,35,R,19,,,PREMITRA SNOW WP6 XLFSL 3PMS,,,,,,,
4717784357584,190001611,MAXXIS,Reifen,provider 16,225,35,R,18,,,PREMITRA ALL SEASON AP3 XLFS,,,,,,,
4717784357638,190001649,MAXXIS,Reifen,provider 16,235,40,R,19,,,PREMITRA SNOW WP6 XLFSL 3PMS,,,,,,,
4717784357645,190001670,MAXXIS,Reifen,provider 16,255,40,R,19,,,PREMITRA SNOW WP6 XLFSL 3PMS,,,,,,,
4717784358239,190001632,MAXXIS,Reifen,provider 16,215,60,R,17,,,PREMITRA SNOW WP6 SUV XL 3PM,,,,,,,
4717784358277,190001643,MAXXIS,Reifen,provider 16,225,50,R,18,,,PREMITRA SNOW WP6 SUV FSL 3P,,,,,,,
4717784358376,190001631,MAXXIS,Reifen,provider 16,215,65,R,17,,,PREMITRA SNOW WP6 SUV XLFSL,,,,,,,
4717784358970,190001678,MAXXIS,Reifen,provider 16,175,80,R,14,,,AP2 ALL SEASON 3PMSF,,,,,,,
4717784359052,190000676,MAXXIS,Reifen,provider 16,205,60,R,15,,,AP2 XL GANZJAHR,,,,,,,
4717784359151,190001650,MAXXIS,Reifen,provider 16,235,50,R,19,,,PREMITRA SNOW WP6 SUV XLFSL,,,,,,,
4717784364056,190001298,MAXXIS,Reifen,provider 16,215,65,R,16,,,PREMITRA SNOW WP6 3PMSF,,,,,,,
4717784366500,190001734,MAXXIS,Reifen,provider 16,255,45,R,19,,,VICTRA SPORT 6 XLFSL,,,,,,,
4717784367385,190001741,MAXXIS,Reifen,provider 16,235,35,R,19,,,VICTRA SPORT 6 XLFSL,,,,,,,
4717784367538,190001746,MAXXIS,Reifen,provider 16,195,55,R,16,,,PREMITRA HP6 XL,,,,,,,
4717784367606,190001752,MAXXIS,Reifen,provider 16,205,60,R,16,,,PREMITRA HP6 XL,,,,,,,
4717784367637,190001755,MAXXIS,Reifen,provider 16,225,50,R,17,,,PREMITRA HP6 XL,,,,,,,
4968814958824,160002813,YOKOHAMA,Reifen,provider 16,175,65,R,14,,,BLUEARTH-4S AW21 M+S,,,,,,,
