ean,product_id,manufacturer,article_type,provider,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
8808563401942,220001532,HANKOOK,Reifen,provider 16,225,50,R,16,,,K125 VENTUS PRIME3 XL,,,,,,,
8808563405186,220001628,HANKOOK,Reifen,provider 16,175,80,R,14,,,W452,,,,,,,
8808563405193,220001621,HANKOOK,Reifen,provider 16,205,60,R,15,,,W452,,,,,,,
8808563405308,220001585,HANKOOK,Reifen,provider 16,195,50,R,15,,,W452,,,,,,,
8808563407869,220001871,HANKOOK,Reifen,provider 16,205,60,R,16,,,W320B 3PMSF HRS,,,,,,,
8808563411361,220002597,HANKOOK,Reifen,provider 16,165,60,R,14,,,2 K435 SBL,,,,,,,
8808563411385,220002220,HANKOOK,Reifen,provider 16,175,60,R,15,,,K435,,,,,,,
8808563411408,220001912,HANKOOK,Reifen,provider 16,175,65,R,14,,,K435 XL,,,,,,,
8808563411637,220002637,HANKOOK,Reifen,provider 16,195,65,R,15,,,2 K435 XLSBL,,,,,,,
8808563412061,220002052,HANKOOK,Reifen,provider 16,215,65,R,16,,,K125 VENTUS PRIME3,,,,,,,
8808563413716,220001923,HANKOOK,Reifen,provider 16,175,80,R,14,,,K435,,,,,,,
8808563413730,220002616,HANKOOK,Reifen,provider 16,185,60,R,14,,,2 K435 SBL,,,,,,,
8808563415437,220002412,HANKOOK,Reifen,provider 16,195,55,R,16,,,W320 XLAOFR 3PMSF,,,,,,,
8808563427560,220003077,HANKOOK,Reifen,provider 16,255,45,R,19,,,W320 XLMOSBL 3PMSF,,,,,,,
8808563431239,220003047,HANKOOK,Reifen,provider 16,215,65,R,17,,,W320A SUV HP AOSBL 3PMSF,,,,,,,
8808563431581,220002934,HANKOOK,Reifen,provider 16,195,55,R,16,,,K125B HRS*SBL,,,,,,,
8808563433592,220002026,HANKOOK,Reifen,provider 16,205,65,R,15,,,K435,,,,,,,
8808563437842,220003126,HANKOOK,Reifen,provider 16,215,60,R,17,,,2 K435 XLSBL,,,,,,,
8808563448893,220002545,HANKOOK,Reifen,provider 16,205,65,R,16C,105,,LV RW12 3PMSF,,,,,,,
8808563448985,220002550,HANKOOK,Reifen,provider 16,215,70,R,15C,107,,LV RW12 3PMSF,,,,,,,
8808563449036,220002541,HANKOOK,Reifen,provider 16,195,60,R,16C,97,,LV RW12 3PMSF,,,,,,,
8808563449043,220002566,HANKOOK,Reifen,provider 16,195,65,R,16C,102,,LV RW12 3PMSF,,,,,,,
8808563449159,220002930,HANKOOK,Reifen,provider 16,175,70,R,14C,93,,LV RW12 SBL 3PMSF,,,,,,,
8808563451862,220002234,HANKOOK,Reifen,provider 16,225,50,R,17,,,H750 XL 3PMSF,,,,,,,
8808563453620,220002331,HANKOOK,Reifen,provider 16,245,40,R,20,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563453675,220002314,HANKOOK,Reifen,provider 16,255,35,R,20,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563453804,220002317,HANKOOK,Reifen,provider 16,255,45,R,19,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563453934,220002475,HANKOOK,Reifen,provider 16,255,30,R,19,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563453941,220002488,HANKOOK,Reifen,provider 16,265,30,R,19,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563453972,220002392,HANKOOK,Reifen,provider 16,225,50,R,18,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563454016,220002342,HANKOOK,Reifen,provider 16,245,45,R,18,,Z,V.S1 EVO3 K127 XL,,,,,,,
8808563457765,220002703,HANKOOK,Reifen,provider 16,225,55,R,17,,,V.S1 EVO3 K127 XL*SBL,,,,,,,
8808563462578,220002375,HANKOOK,Reifen,provider 16,165,65,R,14,,,H750 3PMSF,,,,,,,
8808563462639,220002373,HANKOOK,Reifen,provider 16,165,65,R,15,,,H750 3PMSF,,,,,,,
8808563462646,220002372,HANKOOK,Reifen,provider 16,175,65,R,15,,,H750 3PMSF,,,,,,,
8808563462691,220002353,HANKOOK,Reifen,provider 16,195,50,R,15,,,H750 FR 3PMSF,,,,,,,
8808563462714,220002366,HANKOOK,Reifen,provider 16,205,60,R,15,,,H750 3PMSF,,,,,,,
8808563462776,220002357,HANKOOK,Reifen,provider 16,205,55,R,17,,,H750 XLFR 3PMSF,,,,,,,
8808563462783,220002351,HANKOOK,Reifen,provider 16,205,50,R,17,,,H750 XLFR 3PMSF,,,,,,,
8808563467306,220002573,HANKOOK,Reifen,provider 16,185,,R,14C,100,,VANTRA ST AS2 RA30 3PMSF,,,,,,,
8808563467344,220003646,HANKOOK,Reifen,provider 16,215,65,R,15C,102,,VANTRA ST AS2 RA30 3PMSF,,,,,,,
8808563468679,220002386,HANKOOK,Reifen,provider 16,235,65,R,17,,,H750A XL 3PMSF,,,,,,,
8808563472904,220002801,HANKOOK,Reifen,provider 16,235,55,R,20,,Z,V.S1 EVO3 K127A SUV X,,,,,,,
8808563472959,220002737,HANKOOK,Reifen,provider 16,245,45,R,20,,Z,V.S1 EVO3 K127A SUV X,,,,,,,
8808563473017,220002689,HANKOOK,Reifen,provider 16,225,40,R,20,,,V.S1 EVO3 K127A SUV XLSBLFSL,,,,,,,
8808563473802,220003416,HANKOOK,Reifen,provider 16,255,45,R,18,,,V.S1 EVO3 K127 XL*SBL,,,,,,,
8808563478371,220003065,HANKOOK,Reifen,provider 16,245,40,R,21,,Z,V.S1 EVO3 K127 XLSBL,,,,,,,
8808563478746,220003333,HANKOOK,Reifen,provider 16,225,60,R,17,,,3 W330 3PMSF,,,,,,,
8808563478869,220003063,HANKOOK,Reifen,provider 16,245,40,R,18,,,3 W330 XLSBLFSL 3PMSF,,,,,,,
8808563478913,220003057,HANKOOK,Reifen,provider 16,235,45,R,19,,,3 W330 XLSBLFSL 3PMSF,,,,,,,
8808563478951,220003048,HANKOOK,Reifen,provider 16,225,40,R,19,,,3 W330 XL,,,,,,,
8808563479217,220003356,HANKOOK,Reifen,provider 16,265,35,R,19,,,3 W330 XLFSL 3PMSF,,,,,,,
8808563479545,220002966,HANKOOK,Reifen,provider 16,225,65,R,17,,,3 X W330A SUV HP SBL 3PMSF,,,,,,,
8808563479705,220003053,HANKOOK,Reifen,provider 16,225,60,R,18,,,3 X W330A XL,,,,,,,
8808563479842,220002965,HANKOOK,Reifen,provider 16,225,65,R,17,,,3 X W330A SUV HP XLSBL 3PMSF,,,,,,,
8808563508603,220003233,HANKOOK,Reifen,provider 16,235,50,R,17,,,H750 FR 3PMSF,,,,,,,
8808563515687,220003374,HANKOOK,Reifen,provider 16,275,35,R,21,,,3 W330 XLFSL 3PMSF,,,,,,,
8808563521534,220003907,HANKOOK,Reifen,provider 16,235,55,R,19,,,VENTUS S1 EVO3 K127A SUV SBL,,,,,,,
8808563526515,220003212,HANKOOK,Reifen,provider 16,205,70,R,15,,,H750 3PMSF,,,,,,,
8808563526522,220003218,HANKOOK,Reifen,provider 16,215,55,R,17,,Z,H750 XLFSL 3PMSF,,,,,,,
8808563527390,220003242,HANKOOK,Reifen,provider 16,245,45,R,20,,,H750A XLFSL 3PMSF,,,,,,,
8808563531854,220003303,HANKOOK,Reifen,provider 16,225,45,R,18,,Z,V.S1 EVO3 K127 XLFSL,,,,,,,
8808563535630,220003635,HANKOOK,Reifen,provider 16,205,55,R,16,,,3 W462 XLSBL 3PMSF,,,,,,,
8808563535685,220003610,HANKOOK,Reifen,provider 16,185,60,R,14,,,3 W462 SBL 3PMSF,,,,,,,
8808563535692,220003614,HANKOOK,Reifen,provider 16,185,65,R,14,,,3 W462 SBL 3PMSF,,,,,,,
8808563535739,220003607,HANKOOK,Reifen,provider 16,185,55,R,15,,,3 W462 SBL 3PMSF,,,,,,,
8808563535746,220003657,HANKOOK,Reifen,provider 16,225,55,R,17,,,3 W462 SBLFSL 3PMSF,,,,,,,
8808563535968,220003606,HANKOOK,Reifen,provider 16,185,55,R,15,,,3 W462 XLSBL 3PMSF,,,,,,,
8808563536637,220003477,HANKOOK,Reifen,provider 16,225,55,R,17,,,VENTUS PRIME4 K135 XLFR,,,,,,,
8808563540986,220003998,HANKOOK,Reifen,provider 16,225,60,R,18,,,WINTER I*CEPT EVO3 X W330A S,,,,,,,
8808563544175,220003982,HANKOOK,Reifen,provider 16,215,60,R,16,,,VENTUS PRIME4 K135,,,,,,,
8808563545134,220003582,HANKOOK,Reifen,provider 16,225,50,R,17,,,VENTUS PRIME4 K135 XLFSL,,,,,,,
8808563545202,220003574,HANKOOK,Reifen,provider 16,215,55,R,17,,,VENTUS PRIME4 K135 FR,,,,,,,
8808563545226,220003566,HANKOOK,Reifen,provider 16,205,55,R,17,,,VENTUS PRIME4 K135 XLFSL,,,,,,,
8808563545288,220003503,HANKOOK,Reifen,provider 16,205,45,R,16,,Z,VENTUS PRIME4 K135 XLF,,,,,,,
8808563545363,220003507,HANKOOK,Reifen,provider 16,205,55,R,16,,,VENTUS PRIME4 K135 FR,,,,,,,
8808563545455,220003567,HANKOOK,Reifen,provider 16,205,60,R,16,,,VENTUS PRIME4 K135,,,,,,,
8808563545462,220003568,HANKOOK,Reifen,provider 16,205,60,R,16,,,VENTUS PRIME4 K135 XL,,,,,,,
8808563545486,220003501,HANKOOK,Reifen,provider 16,195,60,R,16,,,VENTUS PRIME4 K135,,,,,,,
8808563556734,220003478,HANKOOK,Reifen,provider 16,225,55,R,19,,,VENTUS PRIME4 K135 FR,,,,,,,
8808563556796,220003584,HANKOOK,Reifen,provider 16,225,60,R,17,,,VENTUS PRIME4 K135A,,,,,,,
8808563565842,220003680,HANKOOK,Reifen,provider 16,225,45,R,18,,,3 W330B HRSXLSBLFR 3PMSF,,,,,,,
8808563565866,220003852,HANKOOK,Reifen,provider 16,245,50,R,18,,,WINTER I*CEPT EVO3 W330B HRS,,,,,,,
8808563572871,220003983,HANKOOK,Reifen,provider 16,205,45,R,17,,,VENTUS S1 EVO3 K127B HRSXLI*,,,,,,,
8808563574585,220003777,HANKOOK,Reifen,provider 16,255,45,R,19,,,ION X SUV XLSBLFSL 3PMSF,,,,,,,
8808563574592,220003778,HANKOOK,Reifen,provider 16,255,45,R,20,,,ION X SUV XLSBLFSL 3PMSF,,,,,,,
8808563574714,220003737,HANKOOK,Reifen,provider 16,225,55,R,18,,,IW01 ION SBLFSL 3PMSF,,,,,,,
8808563575308,220003710,HANKOOK,Reifen,provider 16,245,45,R,19,,Z,H750 XLSBLFSL 3PMSF,,,,,,,
8808563576947,220004070,HANKOOK,Reifen,provider 16,235,50,R,18,,,VENTUS S1 EVO4 X K137A SUV X,,,,,,,
8808563584430,220003812,HANKOOK,Reifen,provider 16,215,65,R,17,,,3 X W330A XLSBL 3PMSF,,,,,,,
8808563590424,220003685,HANKOOK,Reifen,provider 16,195,65,R,15,,,K125 SBL,,,,,,,
8808563590431,220003682,HANKOOK,Reifen,provider 16,195,50,R,15,,,K125 SBLFR,,,,,,,
8808563590486,220003673,HANKOOK,Reifen,provider 16,195,55,R,15,,,K125 SBLFR,,,,,,,
8808563610337,220004029,HANKOOK,Reifen,provider 16,215,45,R,20,,,ION FLEXCLIMATE IL01 XLSBLFS,,,,,,,
8808563610375,220004027,HANKOOK,Reifen,provider 16,245,45,R,20,,Z,ION FLEXCLIMATE IL01,,,,,,,
8808563613062,220004111,HANKOOK,Reifen,provider 16,195,70,R,15C,102,,VANTRA TRANSIT RA58 SBL,,,,,,,
8808563613109,220004144,HANKOOK,Reifen,provider 16,215,70,R,15C,107,,VANTRA TRANSIT RA58 SBL,,,,,,,
8808563613192,220004112,HANKOOK,Reifen,provider 16,195,75,R,16C,108,,VANTRA TRANSIT RA58 SBL,,,,,,,
8808563614120,220004139,HANKOOK,Reifen,provider 16,215,60,R,17C,107,,VANTRA TRANSIT RA58 SBL,,,,,,,
8808563615288,220004196,HANKOOK,Reifen,provider 16,245,40,R,18,,Z,VENTUS EVO K137 XLSBLF,,,,,,,
8808956303457,180001659,KUMHO,Reifen,provider 16,195,50,R,15,,,WINTERCRAFT WP52 3PMSF,,,,,,,
8904288100013,300001221,CEAT,Reifen,provider 16,165,70,R,14,,,ECODRIVE,,,,,,,
8904288100112,300001231,CEAT,Reifen,provider 16,195,65,R,15,,,ECODRIVE,,,,,,,
8904288100143,300001234,CEAT,Reifen,provider 16,195,50,R,15,,,SECURADRIVE,,,,,,,
8904288100648,300001263,CEAT,Reifen,provider 16,205,45,R,17,,,SPORTDRIVE XL,,,,,,,
8904288100686,300001267,CEAT,Reifen,provider 16,225,40,R,18,,,SPORTDRIVE XL,,,,,,,
8904288103359,300001372,CEAT,Reifen,provider 16,225,60,R,17,,,WINTERDRIVE SUV XL,,,,,,,
8904288104998,300001344,CEAT,Reifen,provider 16,215,45,R,16,,,4SEASONDRIVE XL,,,,,,,
8904288105001,300001304,CEAT,Reifen,provider 16,225,50,R,17,,,4SEASONDRIVE XL,,,,,,,
8904288105032,300001298,CEAT,Reifen,provider 16,185,60,R,14,,,4SEASONDRIVE XL,,,,,,,
8904288105056,300001296,CEAT,Reifen,provider 16,185,65,R,14,,,4SEASONDRIVE,,,,,,,
8904288105063,300001202,CEAT,Reifen,provider 16,185,65,R,15,,,4SEASONDRIVE,,,,,,,
8904288105117,300001390,CEAT,Reifen,provider 16,205,50,R,17,,,4SEASONDRIVE XL,,,,,,,
8904288105179,300001326,CEAT,Reifen,provider 16,215,60,R,16,,,4SEASONDRIVE XL,,,,,,,
8904288111842,300001407,CEAT,Reifen,provider 16,235,55,R,17,,,4SEASONDRIVE SUV XL,,,,,,,
4250145477021,620070472,RC-DESIGN,Felgen,provider 16,,,,,,,,,7.5,17,50,,,
4250906819091,510068764,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
4250906819138,510068820,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
4250906820929,510068956,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
4250996302558,620071436,RC-DESIGN,Felgen,provider 16,,,,,,,,,6,15,23,,,
4250996304941,580071440,BROCK,Felgen,provider 16,,,,,,,,,8.5,19,45,,,
4250996306686,620071013,RC-DESIGN,Felgen,provider 16,,,,,,,,,6.5,16,48,,,
4250996317460,580081069,BROCK,Felgen,provider 16,,,,,,,,,8,18,45,,,
4250996322501,580081177,BROCK,Felgen,provider 16,,,,,,,,,7.5,19,43,,,
4250996333286,620072723,RC-DESIGN,Felgen,provider 16,,,,,,,,,8,19,40,,,
4250996340468,620072974,RC-DESIGN,Felgen,provider 16,,,,,,,,,7,17,50,,,
4250996340628,620072993,RC-DESIGN,Felgen,provider 16,,,,,,,,,8.5,20,43,,,
9008070000914,510068918,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070001973,510068932,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070002062,510068931,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070036357,510068831,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070041054,510068809,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070041108,510068837,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070048657,510068893,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070070016,510068870,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070072256,510068737,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070074601,510068876,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070074618,510068895,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070076407,510068532,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070077602,510068492,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070077770,510068681,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070083252,510068461,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070087588,510068734,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070088738,510068554,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070090212,510068811,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070093374,510068581,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070098331,510068704,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070099802,510068344,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070184263,510068756,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070196853,510068323,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070199755,510068328,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070230557,510068841,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070240556,510068842,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070255802,510068891,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070265016,510068739,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070266655,510068814,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070269557,510068875,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070269779,510068888,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070273127,510068886,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070282471,510068664,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070294320,510068698,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070383376,510068665,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070391180,510068667,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070391975,510068759,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070445951,510068828,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070461319,510068868,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070465935,510068890,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070466963,510068869,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070474883,510068866,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070474937,510068884,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008070495352,510068303,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008071784608,510068235,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008075059955,510068431,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008079070116,510068796,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008079075036,510068745,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008079090022,510068740,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
9008079091333,510068572,Stahlfelge,Felgen,provider 16,,,,,,,,,,,,,,
