ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
4250427429595,290001321,FALKEN,Reifen,09.csv,275,40,R,20,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429632,290001264,FALKEN,Reifen,09.csv,235,65,R,17,,,AZENIS FK-520 XL,,09,,,,,,
4250427429656,290001234,FALKEN,Reifen,09.csv,225,55,R,19,,,AZENIS FK-520,,09,,,,,,
4250427429663,290001308,FALKEN,Reifen,09.csv,265,45,R,20,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429687,290001227,FALKEN,Reifen,09.csv,225,50,R,18,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429700,290001251,FALKEN,Reifen,09.csv,235,50,R,19,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429748,290001309,FALKEN,Reifen,09.csv,265,50,R,19,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429762,290001300,FALKEN,Reifen,09.csv,255,50,R,20,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429779,290001307,FALKEN,Reifen,09.csv,265,40,R,21,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429793,290001322,FALKEN,Reifen,09.csv,275,40,R,21,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427429816,290001324,FALKEN,Reifen,09.csv,275,45,R,20,,,AZENIS FK-520 XLMFS,,09,,,,,,
4250427430027,290001267,FALKEN,Reifen,09.csv,245,35,R,18,,,ZIEX ZE-310 EC FEXM XLMFS,,09,,,,,,
4250427430034,290001289,FALKEN,Reifen,09.csv,255,35,R,18,,,ZIEX ZE-310 EC FEXM MFS,,09,,,,,,
4250427430102,290001226,FALKEN,Reifen,09.csv,225,50,R,18,,,EUROALLSEASON AS-210 XLMFS 3,,09,,,,,,
4250427430133,290001161,FALKEN,Reifen,09.csv,185,60,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430140,290001165,FALKEN,Reifen,09.csv,185,65,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430157,290001149,FALKEN,Reifen,09.csv,175,65,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430171,290001207,FALKEN,Reifen,09.csv,215,65,R,16,,,SINCERA SN-110,,09,,,,,,
4250427430195,290001160,FALKEN,Reifen,09.csv,185,60,R,15,,,SINCERA SN-110 XL,,09,,,,,,
4250427430201,290001157,FALKEN,Reifen,09.csv,185,55,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430225,290001162,FALKEN,Reifen,09.csv,185,60,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430232,290001150,FALKEN,Reifen,09.csv,175,65,R,15,,,SINCERA SN-110,,09,,,,,,
4250427430256,290001182,FALKEN,Reifen,09.csv,205,45,R,17,,,ZIEX ZE-310 EC XLMFS,,09,,,,,,
4250427430263,290001197,FALKEN,Reifen,09.csv,215,45,R,16,,,ZIEX ZE-310 EC XLMFS,,09,,,,,,
4250427430270,290001168,FALKEN,Reifen,09.csv,195,45,R,16,,,ZIEX ZE-310 EC XLMFS,,09,,,,,,
4250427430294,290001173,FALKEN,Reifen,09.csv,195,55,R,15,,,ZIEX ZE-310 EC,,09,,,,,,
4250427430317,290001170,FALKEN,Reifen,09.csv,195,50,R,16,,,ZIEX ZE-310 EC XLMFS,,09,,,,,,
4250427430539,290001364,FALKEN,Reifen,09.csv,195,65,R,15,,,HS02 3PMSF,,09,,,,,,
4250427430645,290001359,FALKEN,Reifen,09.csv,195,55,R,16,,,HS02 3PMSF,,09,,,,,,
4250427430652,290001377,FALKEN,Reifen,09.csv,215,60,R,17,,,HS02 XL 3PMSF,,09,,,,,,
4250427430676,290001375,FALKEN,Reifen,09.csv,215,55,R,17,,,HS02 XL 3PMSF,,09,,,,,,
4250427430737,290001362,FALKEN,Reifen,09.csv,195,60,R,16,,,HS02 3PMSF,,09,,,,,,
4250427430775,290001361,FALKEN,Reifen,09.csv,195,55,R,20,,,HS02 XL 3PMSF,,09,,,,,,
4250427430874,290001387,FALKEN,Reifen,09.csv,225,45,R,19,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427430959,290001419,FALKEN,Reifen,09.csv,255,40,R,20,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427430973,290001412,FALKEN,Reifen,09.csv,245,35,R,19,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427430980,290001417,FALKEN,Reifen,09.csv,255,35,R,19,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427431000,290001425,FALKEN,Reifen,09.csv,265,35,R,20,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427431130,290001402,FALKEN,Reifen,09.csv,235,50,R,20,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427431147,290001409,FALKEN,Reifen,09.csv,235,60,R,19,,,HS02 PRO XL 3PMSF,,09,,,,,,
4250427431444,290001570,FALKEN,Reifen,09.csv,185,60,R,14,,,EUROWINTER HS02 BLK 3PMSF,,09,,,,,,
4250427431451,290001564,FALKEN,Reifen,09.csv,165,60,R,15,,,EUROWINTER HS02 BLK 3PMSF,,09,,,,,,
4250427431895,290001591,FALKEN,Reifen,09.csv,235,40,R,18,,,EUROWINTER HS02 PRO XLNBLMFS,,09,,,,,,
4250427431956,290001625,FALKEN,Reifen,09.csv,255,45,R,18,,,EUROWINTER HS02 PRO XLNBLMFS,,09,,,,,,
4250427431987,290001621,FALKEN,Reifen,09.csv,245,65,R,17,,,EUROWINTER HS02 PRO XLNBL 3P,,09,,,,,,
4250427432137,290001366,FALKEN,Reifen,09.csv,195,65,R,16,,,ZIEX ZE-310 EC,,09,,,,,,
4250427432205,290001612,FALKEN,Reifen,09.csv,245,35,R,20,,,EUROWINTER HS02 PRO XLNBLMFS,,09,,,,,,
4250427432403,290001374,FALKEN,Reifen,09.csv,215,50,R,18,,,ZIEX ZE-310A EC,,09,,,,,,
4250427432496,290001450,FALKEN,Reifen,09.csv,225,40,R,19,,,HS02 PRO XLMFS 3PMSF,,09,,,,,,
4250427432540,290001448,FALKEN,Reifen,09.csv,215,55,R,16,,,ZIEX ZE-310 EC XL,,09,,,,,,
4250427432557,290001449,FALKEN,Reifen,09.csv,215,55,R,16,,,ZIEX ZE-310 EC XL,,09,,,,,,
4250427432571,290001456,FALKEN,Reifen,09.csv,235,40,R,18,,,ZIEX ZE-310 EC XLMFS,,09,,,,,,
4250427432595,290001447,FALKEN,Reifen,09.csv,215,55,R,16,,,ZIEX ZE-310 EC,,09,,,,,,
4250427432663,290001439,FALKEN,Reifen,09.csv,185,65,R,15,,,SINCERA SN-110 EC,,09,,,,,,
4250427432670,290001440,FALKEN,Reifen,09.csv,195,65,R,15,,,SINCERA SN-110 EC,,09,,,,,,
4250427432687,290001442,FALKEN,Reifen,09.csv,195,65,R,15,,,SINCERA SN-110 EC,,09,,,,,,
4250427432700,290001444,FALKEN,Reifen,09.csv,205,55,R,16,,,SINCERA SN-110 EC,,09,,,,,,
4250427432717,290001443,FALKEN,Reifen,09.csv,205,55,R,16,,,SINCERA SN-110 EC XL,,09,,,,,,
4250427432939,290001475,FALKEN,Reifen,09.csv,275,40,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427432946,290001453,FALKEN,Reifen,09.csv,225,45,R,18,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427432953,290001472,FALKEN,Reifen,09.csv,275,35,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427432960,290001462,FALKEN,Reifen,09.csv,245,45,R,18,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427432977,290001464,FALKEN,Reifen,09.csv,245,50,R,18,,,AZENIS FK-520 FEXM XL NBL,,09,,,,,,
4250427432984,290001451,FALKEN,Reifen,09.csv,225,40,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433004,290001466,FALKEN,Reifen,09.csv,255,35,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433011,290001463,FALKEN,Reifen,09.csv,245,45,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433028,290001460,FALKEN,Reifen,09.csv,245,40,R,19,,,AZENIS FK-520 FEXMXLNBLMFS,,09,,,,,,
4250427433035,290001467,FALKEN,Reifen,09.csv,255,40,R,18,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433059,290001473,FALKEN,Reifen,09.csv,275,35,R,20,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433066,290001454,FALKEN,Reifen,09.csv,225,45,R,19,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433073,290001474,FALKEN,Reifen,09.csv,275,40,R,18,,,AZENIS FK-520 FEXM XL NBLMFS,,09,,,,,,
4250427433127,290001511,FALKEN,Reifen,09.csv,225,40,R,18,,,ZIEX ZE-310 EC XLBLKMFS,,09,,,,,,
4250427433141,290001507,FALKEN,Reifen,09.csv,215,50,R,17,,,ZIEX ZE-310 EC XLBLKMFS,,09,,,,,,
4250427433264,290001510,FALKEN,Reifen,09.csv,215,65,R,17,,,E.ZIEX XLNBL,,09,,,,,,
4250427433295,290001509,FALKEN,Reifen,09.csv,215,55,R,18,,,E.ZIEX XLNBL,,09,,,,,,
4250427433301,290001519,FALKEN,Reifen,09.csv,235,50,R,20,,,E.ZIEX XLNBL,,09,,,,,,
4250427433318,290001508,FALKEN,Reifen,09.csv,215,50,R,19,,,E.ZIEX XLNBL,,09,,,,,,
4250427433349,290001528,FALKEN,Reifen,09.csv,255,45,R,20,,,E.ZIEX XLNBLMFS,,09,,,,,,
4250427433363,290001526,FALKEN,Reifen,09.csv,255,40,R,21,,,E.ZIEX XLNBLMFS,,09,,,,,,
4250427433370,290001533,FALKEN,Reifen,09.csv,265,40,R,20,,Z,AZENIS FK-520 XLNBLMF,,09,,,,,,
4250427433387,290001532,FALKEN,Reifen,09.csv,265,35,R,20,,Z,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433394,290001501,FALKEN,Reifen,09.csv,205,40,R,18,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433400,290001502,FALKEN,Reifen,09.csv,205,45,R,17,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433417,290001529,FALKEN,Reifen,09.csv,255,45,R,21,,Z,AZENIS FK-520 XLNBLMF,,09,,,,,,
4250427433448,290001516,FALKEN,Reifen,09.csv,235,35,R,20,,Z,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433455,290001524,FALKEN,Reifen,09.csv,245,30,R,20,,Z,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433462,290001531,FALKEN,Reifen,09.csv,265,35,R,19,,Z,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433479,290001512,FALKEN,Reifen,09.csv,225,40,R,20,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433486,290001520,FALKEN,Reifen,09.csv,235,50,R,20,,,AZENIS FK-520 XLNBL,,09,,,,,,
4250427433509,290001518,FALKEN,Reifen,09.csv,235,45,R,21,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433530,290001535,FALKEN,Reifen,09.csv,275,35,R,21,,Z,AZENIS FK-520 XLNBLMF,,09,,,,,,
4250427433554,290001547,FALKEN,Reifen,09.csv,305,30,R,20,,Z,AZENIS FK-520 XLNBLMF,,09,,,,,,
4250427433578,290001548,FALKEN,Reifen,09.csv,305,30,R,21,,Z,AZENIS FK-520 XLNBLMF,,09,,,,,,
4250427433639,290001541,FALKEN,Reifen,09.csv,285,35,R,21,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433646,290001543,FALKEN,Reifen,09.csv,285,45,R,19,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433653,290001540,FALKEN,Reifen,09.csv,285,30,R,21,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433660,290001537,FALKEN,Reifen,09.csv,275,45,R,19,,,AZENIS FK-520 XLNBLMFS,,09,,,,,,
4250427433844,290001555,FALKEN,Reifen,09.csv,195,50,R,15,,,ZIEX ZE-310 EC MFS,,09,,,,,,
4250427433936,290001580,FALKEN,Reifen,09.csv,225,40,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427433943,290001583,FALKEN,Reifen,09.csv,225,45,R,17,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427433950,290001584,FALKEN,Reifen,09.csv,225,45,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427433967,290001585,FALKEN,Reifen,09.csv,225,45,R,19,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427433974,290001586,FALKEN,Reifen,09.csv,225,50,R,17,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427433981,290001588,FALKEN,Reifen,09.csv,225,55,R,18,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427433998,290001589,FALKEN,Reifen,09.csv,225,60,R,18,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434001,290001590,FALKEN,Reifen,09.csv,235,40,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434018,290001593,FALKEN,Reifen,09.csv,235,45,R,17,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434025,290001594,FALKEN,Reifen,09.csv,235,45,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434032,290001595,FALKEN,Reifen,09.csv,235,45,R,19,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434049,290001597,FALKEN,Reifen,09.csv,235,50,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434063,290001599,FALKEN,Reifen,09.csv,235,55,R,17,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434070,290001600,FALKEN,Reifen,09.csv,235,55,R,18,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434087,290001601,FALKEN,Reifen,09.csv,235,55,R,19,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434094,290001602,FALKEN,Reifen,09.csv,235,55,R,20,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434100,290001605,FALKEN,Reifen,09.csv,235,60,R,17,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434117,290001606,FALKEN,Reifen,09.csv,235,60,R,18,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434124,290001607,FALKEN,Reifen,09.csv,235,60,R,19,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434131,290001608,FALKEN,Reifen,09.csv,235,65,R,17,,,EUROALLSEASON AS-220 PRO XL,,09,,,,,,
4250427434155,290001611,FALKEN,Reifen,09.csv,245,35,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434162,290001614,FALKEN,Reifen,09.csv,245,40,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434179,290001616,FALKEN,Reifen,09.csv,245,45,R,17,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434186,290001617,FALKEN,Reifen,09.csv,245,45,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434193,290001618,FALKEN,Reifen,09.csv,245,45,R,19,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434209,290001619,FALKEN,Reifen,09.csv,245,45,R,20,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434216,290001624,FALKEN,Reifen,09.csv,255,35,R,19,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434223,290001626,FALKEN,Reifen,09.csv,255,45,R,18,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434230,290001627,FALKEN,Reifen,09.csv,255,45,R,19,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434247,290001628,FALKEN,Reifen,09.csv,255,45,R,20,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434254,290001629,FALKEN,Reifen,09.csv,255,45,R,21,,,EUROALLSEASON AS-220 PRO XLM,,09,,,,,,
4250427434261,290001630,FALKEN,Reifen,09.csv,255,50,R,19,,,EUROALLSEASON AS-220 PRO XLN,,09,,,,,,
4250427434278,290001631,FALKEN,Reifen,09.csv,255,50,R,20,,,EUROALLSEASON AS-220 PRO XLN,,09,,,,,,
4250427434285,290001632,FALKEN,Reifen,09.csv,255,55,R,18,,,EUROALLSEASON AS-220 PRO XLN,,09,,,,,,
4250427434292,290001633,FALKEN,Reifen,09.csv,255,55,R,19,,,EUROALLSEASON AS-220 PRO XLN,,09,,,,,,
4250427434315,290001637,FALKEN,Reifen,09.csv,265,40,R,19,,,EUROALLSEASON AS-220 PRO XLN,,09,,,,,,
4250427434735,290001691,FALKEN,Reifen,09.csv,225,35,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434742,290001692,FALKEN,Reifen,09.csv,225,40,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434759,290001693,FALKEN,Reifen,09.csv,225,45,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434766,290001699,FALKEN,Reifen,09.csv,235,35,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434773,290001700,FALKEN,Reifen,09.csv,235,40,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434780,290001707,FALKEN,Reifen,09.csv,245,30,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434797,290001708,FALKEN,Reifen,09.csv,245,35,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434803,290001709,FALKEN,Reifen,09.csv,245,35,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434810,290001710,FALKEN,Reifen,09.csv,245,40,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434827,290001711,FALKEN,Reifen,09.csv,245,40,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434834,290001712,FALKEN,Reifen,09.csv,245,45,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434841,290001713,FALKEN,Reifen,09.csv,255,30,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434858,290001714,FALKEN,Reifen,09.csv,255,35,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434865,290001715,FALKEN,Reifen,09.csv,255,35,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434872,290001716,FALKEN,Reifen,09.csv,255,40,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434889,290001717,FALKEN,Reifen,09.csv,255,40,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434896,290001718,FALKEN,Reifen,09.csv,255,45,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434902,290001721,FALKEN,Reifen,09.csv,265,30,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434926,290001724,FALKEN,Reifen,09.csv,265,35,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434933,290001730,FALKEN,Reifen,09.csv,275,30,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434940,290001731,FALKEN,Reifen,09.csv,275,35,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434957,290001732,FALKEN,Reifen,09.csv,275,35,R,20,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427434971,290001734,FALKEN,Reifen,09.csv,275,40,R,19,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427435442,290001674,FALKEN,Reifen,09.csv,205,45,R,17,,,E.ZIEX XLNBLMFS,,09,,,,,,
4250427435459,290001675,FALKEN,Reifen,09.csv,205,55,R,17,,,E.ZIEX XLNBL,,09,,,,,,
4250427435503,290001684,FALKEN,Reifen,09.csv,215,60,R,17,,,E.ZIEX XLNBL,,09,,,,,,
4250427435671,290001672,FALKEN,Reifen,09.csv,195,80,R,15,,,WILDPEAK A/T AT3WA BLK 3PMSF,,09,,,,,,
4250427435695,290001680,FALKEN,Reifen,09.csv,205,80,R,16,,,WILDPEAK A/T AT3WA XLBLK 3PM,,09,,,,,,
4250427435701,290001689,FALKEN,Reifen,09.csv,215,70,R,16,,,WILDPEAK A/T AT3WA BLK 3PMSF,,09,,,,,,
4250427435718,290001690,FALKEN,Reifen,09.csv,215,80,R,16,,,WILDPEAK A/T AT3WA BLK 3PMSF,,09,,,,,,
4250427435725,290001703,FALKEN,Reifen,09.csv,235,60,R,16,,,WILDPEAK A/T AT3WA BLK 3PMSF,,09,,,,,,
4250427435855,290001659,FALKEN,Reifen,09.csv,175,70,R,14,,,EUROALLSEASON AS-210 XLBLK 3,,09,,,,,,
4250427436074,290001702,FALKEN,Reifen,09.csv,235,55,R,20,,,AZENIS FK-520 XLNBL,,09,,,,,,
4250427436142,290001722,FALKEN,Reifen,09.csv,265,30,R,21,,Z,AZENIS RS820 XLNBLMFS,,09,,,,,,
4250427436166,290001662,FALKEN,Reifen,09.csv,185,50,R,16,,,EUROALLSEASON AS-210 XLBLKMF,,09,,,,,,
4250427437040,290001777,FALKEN,Reifen,09.csv,195,55,R,16,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437064,290001836,FALKEN,Reifen,09.csv,205,55,R,16,,,ZIEX ZE-320 XLBLK,,09,,,,,,
4250427437071,290001837,FALKEN,Reifen,09.csv,205,55,R,16,,,ZIEX ZE-320 XLBLK,,09,,,,,,
4250427437095,290001785,FALKEN,Reifen,09.csv,205,55,R,17,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437101,290001788,FALKEN,Reifen,09.csv,205,60,R,16,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437125,290001796,FALKEN,Reifen,09.csv,215,55,R,17,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437132,290001798,FALKEN,Reifen,09.csv,215,55,R,18,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437149,290001848,FALKEN,Reifen,09.csv,215,60,R,16,,,ZIEX ZE-320 BLK,,09,,,,,,
4250427437163,290001850,FALKEN,Reifen,09.csv,215,60,R,17,,,ZIEX ZE-320 BLK,,09,,,,,,
4250427437170,290001800,FALKEN,Reifen,09.csv,215,60,R,17,,,ZIEX ZE-320,,09,,,,,,
4250427437187,290001801,FALKEN,Reifen,09.csv,215,65,R,17,,,ZIEX ZE-320 XL,,09,,,,,,
4250427437194,290001803,FALKEN,Reifen,09.csv,225,45,R,17,,,ZIEX ZE-320 XLMFS,,09,,,,,,
4250427437217,290001811,FALKEN,Reifen,09.csv,245,45,R,18,,,ZIEX ZE-320 XLMFS,,09,,,,,,
4250427437422,290001827,FALKEN,Reifen,09.csv,195,60,R,16,,,ZIEX ZE-320 BLK,,09,,,,,,
4250427437446,290001829,FALKEN,Reifen,09.csv,195,65,R,15,,,ZIEX ZE-320 BLK,,09,,,,,,
4250427437538,290001844,FALKEN,Reifen,09.csv,215,45,R,17,,,ZIEX ZE-320 XLBLKMFS,,09,,,,,,
4250427437613,290001861,FALKEN,Reifen,09.csv,225,50,R,18,,,ZIEX ZE-320 BLK,,09,,,,,,
4250427437699,290001874,FALKEN,Reifen,09.csv,235,45,R,17,,,ZIEX ZE-320 XLBLKMFS,,09,,,,,,
4250427438221,290001903,FALKEN,Reifen,09.csv,265,35,R,21,,Z,AZENIS FK-520 XLBLKMF,,09,,,,,,
4250427438238,290001895,FALKEN,Reifen,09.csv,255,40,R,17,,,AZENIS FK-520 XLBLKMFS,,09,,,,,,
4548515001458,160003743,YOKOHAMA,Reifen,09.csv,255,45,R,20,,,ADVANSPORT V105T XLRPB,,09,,,,,,
4548515001618,160003377,YOKOHAMA,Reifen,09.csv,215,50,R,18,,,BLUEARTH-WINTER (V905) 3PMSF,,09,,,,,,
4548515003087,160003973,YOKOHAMA,Reifen,09.csv,225,50,R,18,,,ADVANSPORT V107E XL*RPB,,09,,,,,,
4548515003094,160003981,YOKOHAMA,Reifen,09.csv,245,45,R,18,,,ADVANSPORT V107E XL*RPB,,09,,,,,,
4548515003117,160004170,YOKOHAMA,Reifen,09.csv,245,40,R,19,,,ADVAN SPORT V107E XL*RPB,,09,,,,,,
4548515007511,160003372,YOKOHAMA,Reifen,09.csv,205,65,R,16C,105,,BLUEARTH-VAN ALL SEASON RY61,,09,,,,,,
4548515007559,160003394,YOKOHAMA,Reifen,09.csv,215,70,R,15C,107,,BLUEARTH-VAN ALL SEASON RY61,,09,,,,,,
4548515007573,160003374,YOKOHAMA,Reifen,09.csv,205,75,R,16C,108,,BLUEARTH-VAN ALL SEASON RY61,,09,,,,,,
4548515007658,160003388,YOKOHAMA,Reifen,09.csv,215,65,R,15C,102,,BLUEARTH-VAN ALL SEASON RY61,,09,,,,,,
4548515007757,160003570,YOKOHAMA,Reifen,09.csv,195,50,R,15,,,ADVAN HF TYPE-D A008S,,09,,,,,,
4548515008198,160003495,YOKOHAMA,Reifen,09.csv,205,60,R,13,,,ADVAN A052,,09,,,,,,
4548515010894,160003715,YOKOHAMA,Reifen,09.csv,245,45,R,20,,,BLUEARTH-XT AE61 XL,,09,,,,,,
4548515015684,160003520,YOKOHAMA,Reifen,09.csv,245,45,R,18,,,BLUEARTH-WINTER (V906) XLRPB,,09,,,,,,
4548515015721,160003505,YOKOHAMA,Reifen,09.csv,225,45,R,18,,,BLUEARTH-WINTER (V906) XLRPB,,09,,,,,,
4548515015752,160003498,YOKOHAMA,Reifen,09.csv,215,55,R,16,,,BLUEARTH-WINTER (V906) 3PMSF,,09,,,,,,
4548515015769,160003531,YOKOHAMA,Reifen,09.csv,205,45,R,16,,,BLUEARTH-WINTER V906 XLRPB 3,,09,,,,,,
4548515015776,160003490,YOKOHAMA,Reifen,09.csv,195,50,R,16,,,BLUEARTH-WINTER (V906) XLRPB,,09,,,,,,
4548515016032,160003702,YOKOHAMA,Reifen,09.csv,245,35,R,20,,,BLUEARTH-GT AE51 XL,,09,,,,,,
4548515016438,160003646,YOKOHAMA,Reifen,09.csv,225,50,R,18,,,GEOL. A/T G015 3PMSF,,09,,,,,,
4548515016643,160003507,YOKOHAMA,Reifen,09.csv,225,55,R,18,,,BLUEARTH-WINTER (V906) SUV X,,09,,,,,,
4548515016650,160003512,YOKOHAMA,Reifen,09.csv,235,55,R,17,,,BLUEARTH-WINTER (V906) SUV X,,09,,,,,,
4548515020138,160003690,YOKOHAMA,Reifen,09.csv,235,55,R,19,,,BLUEARTH-XT AE61,,09,,,,,,
4548515020145,160003741,YOKOHAMA,Reifen,09.csv,255,45,R,20,,,BLUEARTH-XT AE61,,09,,,,,,
4548515024327,160003482,YOKOHAMA,Reifen,09.csv,255,35,R,20,,Z,ADVANSPORT (V105) XLRP,,09,,,,,,
4548515027182,160003892,YOKOHAMA,Reifen,09.csv,285,30,R,20,,Z,ADVANSPORT V107 XLI*,,09,,,,,,
4548515027267,160003731,YOKOHAMA,Reifen,09.csv,255,35,R,19,,,ADVANSPORT V107,,09,,,,,,
4548515027304,160003703,YOKOHAMA,Reifen,09.csv,245,35,R,20,,,ADVANSPORT V107,,09,,,,,,
4548515027335,160003638,YOKOHAMA,Reifen,09.csv,225,45,R,18,,,ADVANSPORT V107,,09,,,,,,
