ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3188649806959,20004421,DUNLOP,Reifen,09.csv,275,35,R,21,,,SP SPORT MAXX  GT RO,,09,,,,,,
3188649808793,20004617,DUNLOP,Reifen,09.csv,255,40,R,18,,,SP WIN.SPORT 4D MO XL,,09,,,,,,
3188649808861,20003519,DUNLOP,Reifen,09.csv,235,45,R,19,,,WISPO 3D AO XL MFS,,09,,,,,,
3188649809714,20004425,DUNLOP,Reifen,09.csv,215,40,R,17,,,WISPO 3D AO XL MFS,,09,,,,,,
3188649809738,20004439,DUNLOP,Reifen,09.csv,225,50,R,18,,,WISPO 3D AO XL,,09,,,,,,
3188649809967,20004426,DUNLOP,Reifen,09.csv,225,60,R,17,,,SP SPORT MAXX  TT *,,09,,,,,,
3188649811328,20004559,DUNLOP,Reifen,09.csv,195,65,R,15,,,SP SPORT FASTRESPONSE MO,,09,,,,,,
3188649811403,20004723,DUNLOP,Reifen,09.csv,225,45,R,17,,,SP SPT MAXX TT*ROF,,09,,,,,,
3188649811571,20004621,DUNLOP,Reifen,09.csv,225,55,R,16,,,SP WIN.SPORT 4D*,,09,,,,,,
3188649813674,20004812,DUNLOP,Reifen,09.csv,195,65,R,16C,102,,ECONODRIVE,,09,,,,,,
3188649813735,20004818,DUNLOP,Reifen,09.csv,205,65,R,16C,105,,ECONODRIVE,,09,,,,,,
3188649813780,20004824,DUNLOP,Reifen,09.csv,215,65,R,16C,107,,ECONODRIVE,,09,,,,,,
3188649815111,20004628,DUNLOP,Reifen,09.csv,235,55,R,18,,,SP WINTER SPORT 3D MS,,09,,,,,,
3188649815203,20004573,DUNLOP,Reifen,09.csv,225,50,R,17,,,WISPO 4D * ROF,,09,,,,,,
3188649815227,20004729,DUNLOP,Reifen,09.csv,225,45,R,17,,,SP SPORT MAXX  TT MO,,09,,,,,,
3188649817078,20004737,DUNLOP,Reifen,09.csv,245,45,R,19,,Z,SPORT MAXX RT MGT,,09,,,,,,
3188649818563,20004670,DUNLOP,Reifen,09.csv,185,55,R,15,,,SPORT BLURESPONSE,,09,,,,,,
3188649818570,20004671,DUNLOP,Reifen,09.csv,185,60,R,14,,,SPORT BLURESPONSE,,09,,,,,,
3188649818587,20004672,DUNLOP,Reifen,09.csv,185,60,R,15,,,SPORT BLURESPONSE XL,,09,,,,,,
3188649818617,20004950,DUNLOP,Reifen,09.csv,195,45,R,16,,,SPORT BLURESPONSE XL,,09,,,,,,
3188649818679,20004662,DUNLOP,Reifen,09.csv,195,55,R,15,,,SPORT BLURESPONSE,,09,,,,,,
3188649818723,20004667,DUNLOP,Reifen,09.csv,195,65,R,15,,,SPORT BLURESPONSE XL,,09,,,,,,
3188649818754,20004678,DUNLOP,Reifen,09.csv,205,55,R,16,,,SPORT BLURESPONSE,,09,,,,,,
3188649818785,20004682,DUNLOP,Reifen,09.csv,205,60,R,15,,,SPORT BLURESPONSE,,09,,,,,,
3188649818884,20004689,DUNLOP,Reifen,09.csv,215,60,R,16,,,SPORT BLURESPONSE,,09,,,,,,
3188649818891,20004690,DUNLOP,Reifen,09.csv,215,60,R,16,,,SPORT BLURESPONSE XL,,09,,,,,,
3188649819225,20004692,DUNLOP,Reifen,09.csv,195,65,R,15,,,SPORT BLURESPONSE,,09,,,,,,
3188649819263,20004695,DUNLOP,Reifen,09.csv,205,55,R,16,,,SPORT BLURESPONSE,,09,,,,,,
3188649819287,20004697,DUNLOP,Reifen,09.csv,215,55,R,16,,,SPORT BLURESPONSE,,09,,,,,,
3188649819324,20004755,DUNLOP,Reifen,09.csv,215,50,R,17,,,SPORT MAXX RT,,09,,,,,,
3188649820429,20004864,DUNLOP,Reifen,09.csv,185,55,R,15,,,WINTER RESPONSE 2 MS,,09,,,,,,
3188649820504,20004872,DUNLOP,Reifen,09.csv,195,65,R,15,,,WINTER RESPONSE 2 MS,,09,,,,,,
3188649821044,20004979,DUNLOP,Reifen,09.csv,185,65,R,14,,,STREET RESPONSE 2,,09,,,,,,
3188649821709,20005139,DUNLOP,Reifen,09.csv,195,65,R,15,,,WINTER RESPONSE 2 XL,,09,,,,,,
3188649821747,50005752,GOODYEAR,Reifen,09.csv,235,55,R,19,,,EAG.F1 AS.2 SUV N0,,09,,,,,,
3188649821754,50005753,GOODYEAR,Reifen,09.csv,255,50,R,19,,,EAG.F1 AS.2 SUV N0,,09,,,,,,
3188649822010,20004994,DUNLOP,Reifen,09.csv,175,65,R,15,,,SPORT BLURESPONSE *,,09,,,,,,
3286340221313,140004676,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,BLIZZAK LM-32  MO XL,,09,,,,,,
3286340249010,140004437,BRIDGESTONE,Reifen,09.csv,235,60,R,18,,,DUELER SPORT AO,,09,,,,,,
3286340268417,140004450,BRIDGESTONE,Reifen,09.csv,265,35,R,19,,,POTENZA RE050A N-1,,09,,,,,,
3286340268714,140004452,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA ER 300 AO,,09,,,,,,
3286340296113,140004589,BRIDGESTONE,Reifen,09.csv,245,45,R,17,,,TURANZA ER 300 MO,,09,,,,,,
3286340306317,140005140,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA ER 300 *,,09,,,,,,
3286340306416,140004934,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA ER 300 *,,09,,,,,,
3286340388214,140005028,BRIDGESTONE,Reifen,09.csv,265,35,R,19,,,POTENZA RE 050 A XL AO,,09,,,,,,
3286340438414,140005727,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,BLIZZAK LM-32  *,,09,,,,,,
3286340451918,140005188,BRIDGESTONE,Reifen,09.csv,185,60,R,16,,,ECOPIA EP25,,09,,,,,,
3286340488617,140005303,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA ER 300 MO XL,,09,,,,,,
3286340495318,140005308,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA ER300A*ECOPIA,,09,,,,,,
3286340495516,140005353,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,POTENZA S001*RFT,,09,,,,,,
3286340509312,140005268,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T001 MO,,09,,,,,,
3286340535519,140005371,BRIDGESTONE,Reifen,09.csv,245,35,R,20,,,POT.RE050A*RFT XL,,09,,,,,,
3286340549219,140006018,BRIDGESTONE,Reifen,09.csv,215,65,R,16,,,BLIZZAK LM-80 AO,,09,,,,,,
3286340550314,140005553,BRIDGESTONE,Reifen,09.csv,255,35,R,19,,,POTENZA S001 EXT MOE,,09,,,,,,
3286340550413,140004630,BRIDGESTONE,Reifen,09.csv,255,35,R,19,,,POTENZA S001 MO,,09,,,,,,
3286340579612,140005833,BRIDGESTONE,Reifen,09.csv,235,55,R,17,,,DUELER H/P SPORT AO,,09,,,,,,
3286340583015,140005595,BRIDGESTONE,Reifen,09.csv,275,35,R,19,,,TURANZA ER 300*RFT,,09,,,,,,
3286340583411,140005598,BRIDGESTONE,Reifen,09.csv,275,40,R,19,,,POTENZA S001 MO,,09,,,,,,
3286340599511,140007772,BRIDGESTONE,Reifen,09.csv,235,35,R,19,,,TURANZA T 005 XLAO,,09,,,,,,
3286340619714,140006182,BRIDGESTONE,Reifen,09.csv,205,55,R,17,,,TURANZA T001 *,,09,,,,,,
3286340619813,140006183,BRIDGESTONE,Reifen,09.csv,205,55,R,17,,,TURANZA T001 RFT *,,09,,,,,,
3286340619912,140006184,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,POTENZA S001 RFT *,,09,,,,,,
3286340623513,140006684,BRIDGESTONE,Reifen,09.csv,245,50,R,18,,,POTENZA S001 MO,,09,,,,,,
3286340627917,140006190,BRIDGESTONE,Reifen,09.csv,245,55,R,17,,,TURANZA T001 MO,,09,,,,,,
3286340628617,140005620,BRIDGESTONE,Reifen,09.csv,275,35,R,20,,,POTENZA S001 RO1 XL,,09,,,,,,
3286340641814,140005867,BRIDGESTONE,Reifen,09.csv,225,55,R,17,,,TURANZA T001 * RFT,,09,,,,,,
3286340641913,140006192,BRIDGESTONE,Reifen,09.csv,235,50,R,18,,,DUELER H/P SPORT AO,,09,,,,,,
3286340646918,140006687,BRIDGESTONE,Reifen,09.csv,245,35,R,19,,,POTENZA S001 AO XL,,09,,,,,,
3286340647410,140007666,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,TURANZA T 005 XLAO,,09,,,,,,
3286340657310,140005626,BRIDGESTONE,Reifen,09.csv,225,65,R,17,,,DUELER H/T 687,,09,,,,,,
3286340658416,140006196,BRIDGESTONE,Reifen,09.csv,155,60,R,20,,,ECOPIA EP500 *,,09,,,,,,
3286340659819,140006043,BRIDGESTONE,Reifen,09.csv,235,75,R,15,,,BLIZZAK LM-80  EVO XL,,09,,,,,,
3286340715119,150001630,FIRESTONE,Reifen,09.csv,225,45,R,18,,,FIREHAWK SZ 90 XL,,09,,,,,,
3286340721516,140006271,BRIDGESTONE,Reifen,09.csv,215,60,R,17,,,DUELER H/P SPORT MO,,09,,,,,,
3286340728218,140006273,BRIDGESTONE,Reifen,09.csv,245,35,R,18,,,POTENZA S001 RFT * XL,,09,,,,,,
3286340728911,140006712,BRIDGESTONE,Reifen,09.csv,215,40,R,17,,,POTENZA S001 AO XL,,09,,,,,,
3286340729017,140006620,BRIDGESTONE,Reifen,09.csv,225,35,R,18,,,POTENZA S001 AO XL,,09,,,,,,
3286340729116,140006621,BRIDGESTONE,Reifen,09.csv,255,60,R,18,,,DUELER H/P SPORT AO,,09,,,,,,
3286340729710,140006275,BRIDGESTONE,Reifen,09.csv,245,45,R,18,,,TURANZA ER 300 AO XL,,09,,,,,,
3286340730310,140006276,BRIDGESTONE,Reifen,09.csv,215,40,R,17,,,POTENZA RE 050 A XL VW,,09,,,,,,
3286340736312,140006277,BRIDGESTONE,Reifen,09.csv,265,30,R,20,,,94Y POTENZA S007 RO2 XL,,09,,,,,,
3286340740418,140005944,BRIDGESTONE,Reifen,09.csv,235,55,R,18,,,DUELER H/T 687,,09,,,,,,
3286340742313,140006283,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA ER300A* RFT,,09,,,,,,
3286340742511,140006107,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,TURANZA ER300A* RFT,,09,,,,,,
3286340747318,140006290,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,TURANZA ER 300 A *,,09,,,,,,
3286340753517,140006596,BRIDGESTONE,Reifen,09.csv,225,35,R,18,,,POTENZA S001 AO XL,,09,,,,,,
3286340779012,140006727,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,POTENZA S001 *,,09,,,,,,
3286340783019,140006628,BRIDGESTONE,Reifen,09.csv,245,50,R,18,,,POTENZA S001 *,,09,,,,,,
3286340783316,140006627,BRIDGESTONE,Reifen,09.csv,225,50,R,18,,,TURANZA T001 RFT *,,09,,,,,,
3286340785310,140006815,BRIDGESTONE,Reifen,09.csv,175,55,R,20,,,ECOPIA EP 500 XL*,,09,,,,,,
3286340786119,140006631,BRIDGESTONE,Reifen,09.csv,185,50,R,16,,,TURANZA T001,,09,,,,,,
3286340791311,140006632,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T001 RFT *,,09,,,,,,
3286340791717,140006633,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,POTENZA S001 RFT*XL,,09,,,,,,
3286340810517,140006638,BRIDGESTONE,Reifen,09.csv,245,45,R,19,,,POTENZA S001 RFT *,,09,,,,,,
3286340810715,140006640,BRIDGESTONE,Reifen,09.csv,225,45,R,19,,,POTENZA S001 RFT *,,09,,,,,,
3286340810913,140006641,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,POTENZA S001 RFT * XL,,09,,,,,,
3286340813310,140007578,BRIDGESTONE,Reifen,09.csv,255,35,R,19,,,POTENZA S 001 XLAO,,09,,,,,,
3286340826617,140007150,BRIDGESTONE,Reifen,09.csv,255,40,R,20,,,POTENZA S 007 XL,,09,,,,,,
3286340829915,140006650,BRIDGESTONE,Reifen,09.csv,205,50,R,17,,,POTENZA S001 RFT *,,09,,,,,,
3286340830119,140007034,BRIDGESTONE,Reifen,09.csv,215,40,R,17,,,POTENZA S 001 XLAOFSL,,09,,,,,,
3286340840811,140006882,BRIDGESTONE,Reifen,09.csv,205,65,R,16,,,BLIZZAK LM-001 *FSL,,09,,,,,,
3286340842914,140007151,BRIDGESTONE,Reifen,09.csv,255,50,R,20,,,DUELER H/P SPO. XLFSL,,09,,,,,,
3286340850513,140007116,BRIDGESTONE,Reifen,09.csv,235,50,R,19,,,DUELER H/P SPO. MO,,09,,,,,,
3286340851916,140007212,BRIDGESTONE,Reifen,09.csv,235,40,R,18,,Z,POTENZA RE050 A N,,09,,,,,,
3286340852913,140007145,BRIDGESTONE,Reifen,09.csv,245,70,R,16,,,DUELER H/T 684 II XL,,09,,,,,,
3286340868419,140007155,BRIDGESTONE,Reifen,09.csv,255,60,R,18,,,DUELER H/P SPO.,,09,,,,,,
3286340873413,140007191,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA T 005 AO,,09,,,,,,
3286340874816,140007237,BRIDGESTONE,Reifen,09.csv,205,45,R,17,,,TURANZA T 005 LHD,,09,,,,,,
3286340881814,150001930,FIRESTONE,Reifen,09.csv,215,65,R,16C,104,,VANHAWK 2,,09,,,,,,
3286340882514,150001927,FIRESTONE,Reifen,09.csv,215,60,R,16C,101,,VANHAWK 2,,09,,,,,,
3286340882613,150001946,FIRESTONE,Reifen,09.csv,225,70,R,15C,110,,VANHAWK 2,,09,,,,,,
3286340882910,150001933,FIRESTONE,Reifen,09.csv,215,75,R,16C,111,,VANHAWK 2,,09,,,,,,
3286340885317,140007425,BRIDGESTONE,Reifen,09.csv,275,40,R,19,,,TURANZA T 005 XLFSL,,09,,,,,,
3286340890311,140007312,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,TURANZA T 005,,09,,,,,,
3286340890410,140007309,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,TURANZA T 005,,09,,,,,,
3286340921015,140006910,BRIDGESTONE,Reifen,09.csv,225,55,R,17,,,BLIZZAK LM-001 *FSL,,09,,,,,,
3286340921619,140006919,BRIDGESTONE,Reifen,09.csv,245,40,R,18,,,BLIZZAK LM-001 AO,,09,,,,,,
3286340925815,140006943,BRIDGESTONE,Reifen,09.csv,155,70,R,19,,,ECOPIA EP 500 *,,09,,,,,,
3286340925914,140006948,BRIDGESTONE,Reifen,09.csv,175,60,R,19,,,ECOPIA EP 500 *,,09,,,,,,
3286340936316,140007508,BRIDGESTONE,Reifen,09.csv,225,40,R,19,,,TURANZA T 005 XLMO,,09,,,,,,
3286340937511,140007884,BRIDGESTONE,Reifen,09.csv,225,55,R,17,,,TURANZA T 005 SEAL,,09,,,,,,
3286340937610,140007889,BRIDGESTONE,Reifen,09.csv,245,45,R,18,,,TURANZA T 005 SEAL,,09,,,,,,
3286340938518,140007820,BRIDGESTONE,Reifen,09.csv,255,40,R,20,,,TURANZA T 005 XLAO,,09,,,,,,
3286340938716,140007406,BRIDGESTONE,Reifen,09.csv,245,45,R,19,,,TURANZA T 005 XLAO,,09,,,,,,
3286340939317,140007864,BRIDGESTONE,Reifen,09.csv,235,45,R,20,,,ALENZA 001 MO,,09,,,,,,
3286340942218,140007066,BRIDGESTONE,Reifen,09.csv,215,70,R,16,,,DUELER A/T 001,,09,,,,,,
3286340960014,140006885,BRIDGESTONE,Reifen,09.csv,215,45,R,16,,,BLIZZAK LM-32 FSL,,09,,,,,,
3286340962216,140007982,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,BLIZZAK LM001 RFT* 3PMSF,,09,,,,,,
3286340963312,140008920,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,ECOPIA EP 150 LHD,,09,,,,,,
3286340965118,150001909,FIRESTONE,Reifen,09.csv,205,55,R,16,,,ROADHAWK,,09,,,,,,
3286340965316,150001904,FIRESTONE,Reifen,09.csv,195,65,R,15,,,ROADHAWK,,09,,,,,,
3286340965910,150002015,FIRESTONE,Reifen,09.csv,195,65,R,15,,,ROADHAWK XL,,09,,,,,,
3286340966412,150002036,FIRESTONE,Reifen,09.csv,255,40,R,19,,,ROADHAWK XLFSL,,09,,,,,,
3286340970310,150001940,FIRESTONE,Reifen,09.csv,225,55,R,16,,,ROADHAWK,,09,,,,,,
3286340970815,150001921,FIRESTONE,Reifen,09.csv,215,55,R,16,,,ROADHAWK,,09,,,,,,
3286340971010,150001922,FIRESTONE,Reifen,09.csv,215,55,R,16,,,ROADHAWK XL,,09,,,,,,
3286340971119,150001926,FIRESTONE,Reifen,09.csv,215,60,R,16,,,ROADHAWK XL,,09,,,,,,
3286340974318,140007080,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,POTENZA S 001 RFTXL*,,09,,,,,,
3286340981910,140007664,BRIDGESTONE,Reifen,09.csv,225,50,R,17,,,TURANZA T 005 XL*,,09,,,,,,
3286340982313,140007661,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 XL*,,09,,,,,,
3286340982511,140007662,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286340983914,140007651,BRIDGESTONE,Reifen,09.csv,205,60,R,16,,,TURANZA T 005 XL*,,09,,,,,,
3286340984812,140007879,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA T 005 *,,09,,,,,,
3286340985017,140008055,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA T 005 RFT*,,09,,,,,,
3286340985413,140007875,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286340985611,140007874,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286340989114,140007619,BRIDGESTONE,Reifen,09.csv,285,40,R,21,,,ALENZA 001 XL,,09,,,,,,
3286340990011,140007676,BRIDGESTONE,Reifen,09.csv,275,30,R,20,,,POTENZA S 007 XL*,,09,,,,,,
3286340990417,140007559,BRIDGESTONE,Reifen,09.csv,245,40,R,19,,,TURANZA T 005 RFT*,,09,,,,,,
3286340991018,140007670,BRIDGESTONE,Reifen,09.csv,245,35,R,20,,,POTENZA S 007 XL*,,09,,,,,,
3286340991216,140007673,BRIDGESTONE,Reifen,09.csv,245,45,R,18,,,TURANZA T 005 XL*,,09,,,,,,
3286340991414,140007562,BRIDGESTONE,Reifen,09.csv,245,45,R,18,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286340997010,140006953,BRIDGESTONE,Reifen,09.csv,185,55,R,16,,,ECOPIA EP150,,09,,,,,,
3286340998017,140007270,BRIDGESTONE,Reifen,09.csv,195,50,R,20,,,ECOPIA EP 500 XL*,,09,,,,,,
3286341002713,140007512,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,BLIZZAK LM-001 3PMSF RFTXL*,,09,,,,,,
3286341003017,140007978,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,BLIZZAK LM-001 RFTXL*FSL 3PM,,09,,,,,,
3286341005615,140008120,BRIDGESTONE,Reifen,09.csv,225,65,R,17,,,TURANZA T 005,,09,,,,,,
3286341006018,140007672,BRIDGESTONE,Reifen,09.csv,245,40,R,21,,,ALENZA 001 RFTXL*,,09,,,,,,
3286341006315,140007846,BRIDGESTONE,Reifen,09.csv,275,35,R,21,,,ALENZA 001 RFTXL*,,09,,,,,,
3286341016314,140007308,BRIDGESTONE,Reifen,09.csv,195,65,R,15,,,TURANZA T 005 XL,,09,,,,,,
3286341042818,140007831,BRIDGESTONE,Reifen,09.csv,255,55,R,19,,,ALENZA 001 XLAO,,09,,,,,,
3286341043211,140007515,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 MO,,09,,,,,,
3286341043518,140007516,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 EXTMOE,,09,,,,,,
3286341044614,150001959,FIRESTONE,Reifen,09.csv,215,65,R,15C,102,,VANHAWK 2,,09,,,,,,
3286341074116,140008059,BRIDGESTONE,Reifen,09.csv,235,35,R,19,,,POTENZA S005 XL*,,09,,,,,,
3286341076912,140007120,BRIDGESTONE,Reifen,09.csv,235,60,R,16,,,DUELER H/T 687,,09,,,,,,
3286341087512,140007303,BRIDGESTONE,Reifen,09.csv,195,55,R,15,,,TURANZA T 005,,09,,,,,,
3286341087611,140007300,BRIDGESTONE,Reifen,09.csv,195,50,R,15,,,TURANZA T 005,,09,,,,,,
3286341088113,140007374,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA T 005 XL,,09,,,,,,
3286341088915,140007319,BRIDGESTONE,Reifen,09.csv,205,50,R,16,,,TURANZA T 005 FSL,,09,,,,,,
3286341089417,140007342,BRIDGESTONE,Reifen,09.csv,215,55,R,16,,,TURANZA T 005 XL,,09,,,,,,
3286341089516,140007375,BRIDGESTONE,Reifen,09.csv,225,55,R,16,,,TURANZA T 005,,09,,,,,,
3286341098914,140007268,BRIDGESTONE,Reifen,09.csv,175,55,R,20,,,ECOPIA EP 500 XL*,,09,,,,,,
3286341110319,150002003,FIRESTONE,Reifen,09.csv,185,65,R,15,,,ROADHAWK,,09,,,,,,
3286341110418,150001994,FIRESTONE,Reifen,09.csv,185,55,R,15,,,ROADHAWK,,09,,,,,,
3286341111316,150002022,FIRESTONE,Reifen,09.csv,205,60,R,15,,,ROADHAWK,,09,,,,,,
3286341111811,150002004,FIRESTONE,Reifen,09.csv,185,65,R,15,,,ROADHAWK,,09,,,,,,
3286341112412,150002008,FIRESTONE,Reifen,09.csv,195,50,R,15,,,ROADHAWK,,09,,,,,,
3286341112511,150001998,FIRESTONE,Reifen,09.csv,185,60,R,15,,,ROADHAWK XL,,09,,,,,,
3286341113013,150002018,FIRESTONE,Reifen,09.csv,205,50,R,16,,,ROADHAWK FSL,,09,,,,,,
3286341113310,150002026,FIRESTONE,Reifen,09.csv,215,45,R,16,,,ROADHAWK XL,,09,,,,,,
3286341114515,140007863,BRIDGESTONE,Reifen,09.csv,235,40,R,19,,,TURANZA T 005 XLAOFSL,,09,,,,,,
3286341115017,140008096,BRIDGESTONE,Reifen,09.csv,215,60,R,17,,,DUELER H/P SPO.,,09,,,,,,
3286341115611,140008057,BRIDGESTONE,Reifen,09.csv,215,60,R,17C,107,H,DURAVIS R 660 (104H),,09,,,,,,
3286341116519,140007264,BRIDGESTONE,Reifen,09.csv,275,35,R,20,,,POTENZA S 001 RFTXL*FSL,,09,,,,,,
3286341116915,140007477,BRIDGESTONE,Reifen,09.csv,205,55,R,17,,,TURANZA T 001 XL*,,09,,,,,,
3286341281910,140008397,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 EXTXLMOFSL,,09,,,,,,
3286341284812,140008127,BRIDGESTONE,Reifen,09.csv,235,55,R,18,,,TURANZA T 005,,09,,,,,,
3286341286113,140007383,BRIDGESTONE,Reifen,09.csv,225,60,R,18,,,ALENZA 001 LHD,,09,,,,,,
3286341298710,150001980,FIRESTONE,Reifen,09.csv,165,60,R,14,,,MULTIHAWK 2,,09,,,,,,
3286341301618,140008158,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T 005 AO,,09,,,,,,
3286341302318,140008156,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,TURANZA T 005 EXTXLAOEFSL,,09,,,,,,
3286341318715,140008106,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,TURANZA T 005 XL,,09,,,,,,
3286341319019,140008090,BRIDGESTONE,Reifen,09.csv,215,50,R,19,,,TURANZA ECO VW,,09,,,,,,
3286341319514,140007876,BRIDGESTONE,Reifen,09.csv,235,50,R,19,,,TURANZA T 005 XLAO,,09,,,,,,
3286341319613,140008061,BRIDGESTONE,Reifen,09.csv,245,45,R,20,,,TURANZA T 005 XLAOFSL,,09,,,,,,
3286341319712,140008131,BRIDGESTONE,Reifen,09.csv,245,40,R,21,,,TURANZA T 005 NB XLAOFSL,,09,,,,,,
3286341323917,140008110,BRIDGESTONE,Reifen,09.csv,225,45,R,17,,,TURANZA T 005,,09,,,,,,
3286341337013,140007296,BRIDGESTONE,Reifen,09.csv,185,65,R,15,,,TURANZA T 005 XL,,09,,,,,,
3286341338515,140007282,BRIDGESTONE,Reifen,09.csv,245,40,R,20,,,POTENZA S 001 XL*,,09,,,,,,
3286341356618,140007943,BRIDGESTONE,Reifen,09.csv,205,55,R,19,,,BLIZZAK LM-001 XL,,09,,,,,,
3286341365115,140007872,BRIDGESTONE,Reifen,09.csv,205,50,R,17,,,TURANZA T 005,,09,,,,,,
3286341371017,140008133,BRIDGESTONE,Reifen,09.csv,255,35,R,19,,,TURANZA T 005 RFTXL*,,09,,,,,,
3286341375015,140008121,BRIDGESTONE,Reifen,09.csv,235,35,R,19,,,POTENZA S005 AO XL,,09,,,,,,
3286341375114,140008105,BRIDGESTONE,Reifen,09.csv,225,40,R,18,,,TURANZA T 005 XLAO,,09,,,,,,
3286341377811,140008083,BRIDGESTONE,Reifen,09.csv,205,55,R,19,,,TURANZA ECO XL,,09,,,,,,
3286341380118,140007688,BRIDGESTONE,Reifen,09.csv,165,65,R,15,,,TURANZA T 005,,09,,,,,,
3286341380316,140007692,BRIDGESTONE,Reifen,09.csv,175,65,R,15,,,TURANZA T 005,,09,,,,,,
3286341380514,140007697,BRIDGESTONE,Reifen,09.csv,185,55,R,15,,,TURANZA T 005,,09,,,,,,
3286341383515,150002096,FIRESTONE,Reifen,09.csv,215,65,R,16,,,ROADHAWK,,09,,,,,,
3286341383713,150002118,FIRESTONE,Reifen,09.csv,235,60,R,16,,,ROADHAWK XL,,09,,,,,,
3286341388411,140008290,BRIDGESTONE,Reifen,09.csv,235,55,R,19,,,DUELER H/P SPO. MO,,09,,,,,,
3286341389418,140007778,BRIDGESTONE,Reifen,09.csv,235,45,R,18,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341390117,140007750,BRIDGESTONE,Reifen,09.csv,225,45,R,18,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341390919,140007715,BRIDGESTONE,Reifen,09.csv,205,50,R,17,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341391114,140007776,BRIDGESTONE,Reifen,09.csv,235,45,R,17,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341391312,140007705,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341391718,140007712,BRIDGESTONE,Reifen,09.csv,205,45,R,17,,,TURANZA T 005 DRIVEGUARD RFT,,09,,,,,,
3286341395310,140008081,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,TURANZA ECO,,09,,,,,,
3286341396119,140008071,BRIDGESTONE,Reifen,09.csv,185,65,R,15,,,TURANZA ECO,,09,,,,,,
3286341396218,140008073,BRIDGESTONE,Reifen,09.csv,195,55,R,16,,,TURANZA ECO XL,,09,,,,,,
3286341396416,140008139,BRIDGESTONE,Reifen,09.csv,255,45,R,19,,,TURANZA T005 SLT B-SEAL,,09,,,,,,
3286341397512,140007935,BRIDGESTONE,Reifen,09.csv,205,55,R,16,,,BLIZZAK LM-005 3PMSF,,09,,,,,,
3286341397819,140007972,BRIDGESTONE,Reifen,09.csv,215,65,R,16,,,BLIZZAK LM-005 DRIVEGUARD RF,,09,,,,,,
