product_id,manufacturer_article_number,EAN,tyre_tread,vehicle_type,tyre_width,tyre_aspect_ratio,tyre_diameter,tyre_load_index,tyre_speed_index,season,ec_vehicle,runflat,fuel_effeciency,wet_grip,rolling_resistance,noise_class,c-type,eu_directive_number,stock,price,3PMSF,ms,ice grip,eprel_id
29,221013947,6959956746873,Green Max All Season M+S 3PMSF,Green Max All Season,215,70,16,100,H,All Season,C1,FALSE,C,D,72,B,,2020/740,21,51.63,TRUE,TRUE,FALSE,427770
30,221011781,6959956741021,Green Max Allseason XL,Green Max All Season,215,60,17,100,V,All Season,C1,FALSE,B,D,72,B,,2020/740,1,40.18,TRUE,TRUE,FALSE,427687
31,221013976,6959956746934,Green Max Allseason XL M+S 3PMSF,Green Max All Season,225,60,17,103,V,All Season,C1,FALSE,C,D,72,B,,2020/740,21,56.04,TRUE,TRUE,FALSE,428196
32,221013961,6959956746941,Green Max All Season M+S 3PMSF,Green Max All Season,225,65,17,102,H,All Season,C1,FALSE,C,D,72,B,,2020/740,21,51.63,TRUE,TRUE,FALSE,428198
33,221012597,6959956746972,Winter Defender UHP XL,Winter Defender UHP,255,35,19,96,V,Winter,C1,FALSE,C,C,73,B,,2020/740,20,63.08,TRUE,TRUE,FALSE,439502
34,221013980,6959956746996,Green Max Allseason XL M+S 3PMSF,Green Max All Season,215,55,18,99,V,All Season,C1,FALSE,C,D,72,B,,2020/740,21,51.63,TRUE,TRUE,FALSE,427684
35,TR275,6971597444697,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,205,70,15,106 / 104,R / R,Winter,C2,,C,B,72,B,,2020/740,2,76.41,TRUE,TRUE,FALSE,608767
36,TR276,6971597444703,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,215,70,15,109 / 107,R / R,Winter,C2,,C,B,72,B,,2020/740,60,54.87,TRUE,TRUE,FALSE,608152
37,TR277,6971597444710,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,225,70,15,112 / 110,R / R,Winter,C2,,C,B,72,B,,2020/740,60,58.89,TRUE,TRUE,FALSE,607073
40,TR279,6971597444734,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,185,75,16,104 / 102,R / R,Winter,C2,,C,B,72,B,,2020/740,10,48.99,TRUE,TRUE,FALSE,608870
41,TR280,6971597444741,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,195,60,16,99 / 97,T / T,Winter,C2,,C,B,72,B,,2020/740,60,51.89,TRUE,TRUE,FALSE,607504
42,TR281,6971597444758,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,195,65,16,104 / 102,T / T,Winter,C2,,C,B,72,B,,2020/740,60,48.77,TRUE,TRUE,FALSE,608821
43,TR282,6971597444765,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,195,75,16,107 / 105,R / R,Winter,C2,,C,B,72,B,,2020/740,10,52.98,TRUE,TRUE,FALSE,608811
44,TR284,6971597444772,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,205,65,16,107 / 105,R / R,Winter,C2,,C,B,72,B,,2020/740,40,53.29,TRUE,TRUE,FALSE,606879
45,TR285,6971597444789,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,205,75,16,110 / 108,R / R,Winter,C2,,C,B,72,B,,2020/740,3,87.86,TRUE,TRUE,FALSE,607542
48,TR290,6971597446394,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,215,75,16,116 / 114,R / R,Winter,C2,,C,B,72,B,,2020/740,3,96.44,TRUE,TRUE,FALSE,607626
49,TR291,6971597444826,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,225,65,16,112 / 110,R / R,Winter,C2,,C,B,72,B,,2020/740,20,57.29,TRUE,TRUE,FALSE,607680
51,TR292,6971597444833,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,225,75,16,121 / 120,R / R,Winter,C2,,C,B,72,B,,2020/740,1,80.84,TRUE,TRUE,FALSE,607182
52,TR293,6971597444840,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,235,65,16,115 / 113,R / R,Winter,C2,,C,B,72,B,,2020/740,60,62.15,TRUE,TRUE,FALSE,607176
53,TR294,6971597446400,Winter Pro TSV1 M+S 3PMSF,Winter Pro TSV1,235,65,16,121 / 119,R / R,Winter,C2,,C,B,72,B,,2020/740,1,69.12,TRUE,TRUE,FALSE,606912
54,412136000,4050496001063,F HR4 M+S 12PR 3PMSF,F HR 4,205,75,17.5,124 / 122,M,Summer,C3,,D,C,71,A,,2020/740,14,192.42,TRUE,TRUE,FALSE,506278
55,422095000,4050496001117,D HR4 M+S 14PR 3PMSF,D HR 4,245,70,17.5,136 / 134,M,Summer,C3,,D,C,74,B,,2020/740,2,259.25,TRUE,TRUE,FALSE,506259
57,412137000,4050496001070,F HR4 M+S 12PR 3PMSF,F HR 4,225,75,17.5,129 / 127,M,Summer,C3,,D,C,71,A,,2020/740,5,207.94,TRUE,TRUE,FALSE,506287
59,422098000,4050496001131,D HR4 M+S 12PR 3PMSF,D HR 4,225,75,17.5,129 / 127,M,Summer,C3,,D,C,74,B,,2020/740,16,202.82,TRUE,TRUE,FALSE,506279
60,3003451,8808563463179,Smart Flex TH31 18PR M+S 3PMSF,Smart Flex TH31,295,60,22.5,150 / 152 / 147,K / J,Summer,C3,,C,C,70,A,,2020/740,14,415.54,TRUE,TRUE,FALSE,477022
61,12740,3286341274011,Ecopia EP 150 LHD FSL Yaris,Ecopia EP 150,205,45,17,84,W,Summer,C1,FALSE,D,B,71,B,,2020/740,2,130.42,FALSE,FALSE,FALSE,380897
62,311861000,4019238051445,SportContact 5 SUV XL FR J LR,SportContact 5 SUV,265,45,21,108,W,Summer,C1,FALSE,B,A,73,B,,2020/740,50,243.33,FALSE,FALSE,FALSE,482579
63,363188000,4024068001522,WinterExpert FR M+S 3PMSF,WinterExpert,215,65,17,99,V,Winter,C1,FALSE,C,B,72,B,,2020/740,3,96.75,TRUE,TRUE,FALSE,491268
64,363308000,4024068003434,WinterExpert M+S 3PMSF,WinterExpert,175,65,14,82,T,Winter,C1,FALSE,D,C,71,B,,2020/740,65,48.90,TRUE,TRUE,FALSE,490961
65,363360000,4024068003427,WinterExpert XL FR M+S 3PMSF,WinterExpert,225,55,18,102,V,Winter,C1,FALSE,C,C,72,B,,2020/740,16,105.54,TRUE,TRUE,FALSE,491244
69,590644,29142937715,Weathermaster WSC SUV M+S 3PMSF studdable,Weathermaster WSC SUV,215,65,17,99,H,Winter,C1,FALSE,C,C,72,B,,2020/740,20,449.27,TRUE,TRUE,FALSE,1268331
70,590904,29142937708,Weathermaster WSC SUV XL M+S 3PMSF studdable,Weathermaster WSC SUV,225,45,19,96,H,Winter,C1,FALSE,D,C,72,B,,2020/740,15,144.37,TRUE,TRUE,FALSE,1268346
73,19754,3286341975413,VX-Tractor,VX-Tractor,480,70,24,143 / 140,D / E,Summer,C3,,C,B,70,A,,2020/740,2,760.12,TRUE,TRUE,FALSE,481354
74,579768,4038526057525,Cargo Vector M+S 10PR 3PMSF,Cargo Vector,285,65,16,128 / 118,N / R,All Season,C3,,D,A,71,A,,2020/740,20,193.52,TRUE,TRUE,FALSE,531145
94,AP21540018YQPRA02,8714692347177,Quatrac PRO XL FSL M+S,Quatrac PRO,215,40,18,89,Y,All Season,C1,FALSE,D,B,72,B,,2020/740,10,123.32,TRUE,TRUE,FALSE,615791
96,AP21545018YQPRA02,8714692347191,Quatrac PRO XL FSL M+S,Quatrac PRO,215,45,18,93,Y,All Season,C1,FALSE,D,B,72,B,,2020/740,1,88.00,TRUE,TRUE,FALSE,615779
99,AP21555018VQPRA02,8714692347238,Quatrac PRO XL FSL M+S 3PMSF,Quatrac PRO,215,55,18,99,V,All Season,C1,FALSE,C,B,72,B,,2020/740,2,107.00,TRUE,TRUE,FALSE,615407
100,AP22550018WQPRA02,8714692347382,Quatrac PRO XL FSL M+S,Quatrac PRO,225,50,18,99,W,All Season,C1,FALSE,C,B,72,B,,2020/740,1,120.59,TRUE,TRUE,FALSE,615868
101,AP22560017VQPRA02,8714692347412,Quatrac PRO XL FSL M+S 3PMSF,Quatrac PRO,225,60,17,103,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,102.00,TRUE,TRUE,FALSE,615401
103,AP22565017VQPRA02,8714692347436,Quatrac PRO XL FSL M+S 3PMSF,Quatrac PRO,225,65,17,106,V,All Season,C1,FALSE,C,B,72,B,,2020/740,3,138.50,TRUE,TRUE,FALSE,615417
105,AP23540019YQPRA02,8714692347467,Quatrac PRO XL FSL M+S,Quatrac PRO,235,40,19,96,Y,All Season,C1,FALSE,D,B,72,B,,2020/740,20,268.11,TRUE,TRUE,FALSE,615836
106,AP23545017YQPRA02,8714692347474,Quatrac PRO XL FSL M+S 3PMSF,Quatrac PRO,235,45,17,97,Y,All Season,C1,FALSE,D,B,72,B,,2020/740,1,85.49,TRUE,TRUE,FALSE,615415
107,AP23545018YQPRA02,8714692347481,Quatrac PRO XL FSL M+S,Quatrac PRO,235,45,18,98,Y,All Season,C1,FALSE,C,B,72,B,,2020/740,13,187.89,TRUE,TRUE,FALSE,615920
109,AP23550018VQPRA02,8714692347511,Quatrac PRO XL FSL M+S,Quatrac PRO,235,50,18,101,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,118.00,TRUE,TRUE,FALSE,615918
111,AP23560017VQPRA00,8714692347573,Quatrac PRO FSL M+S 3PMSF,Quatrac PRO,235,60,17,102,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,98.35,TRUE,TRUE,FALSE,615397
115,AP25545020WQPRA02,8714692347795,Quatrac PRO XL FSL M+S,Quatrac PRO,255,45,20,105,W,All Season,C1,FALSE,C,B,73,B,,2020/740,20,206.23,TRUE,TRUE,FALSE,615884
116,AP25550020YQPRA02,8714692347818,Quatrac PRO XL FSL M+S,Quatrac PRO,255,50,20,109,Y,All Season,C1,FALSE,C,B,73,B,,2020/740,1,198.50,TRUE,TRUE,FALSE,615882
117,AP28545020YQPRA02,8714692348082,Quatrac PRO XL FSL M+S,Quatrac PRO,285,45,20,112,Y,All Season,C1,FALSE,C,B,75,B,,2020/740,1,182.14,TRUE,TRUE,FALSE,615872
118,AP23565017VQPRA02,8714692349317,Quatrac PRO XL FSL M+S,Quatrac PRO,235,65,17,108,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,626.90,TRUE,TRUE,FALSE,615419
119,AP19555016VSP5AQA,8714692353628,Sportrac 5 XL VW FSL,Sportrac 5,195,55,16,91,V,Summer,C1,FALSE,C,B,70,B,,2020/740,14,75.54,FALSE,FALSE,FALSE,658448
121,590925,29142956914,Discoverer All Season XL M+S 3PMSF,Discoverer All Season,255,50,19,107,W,All Season,C1,FALSE,C,B,71,B,,2020/740,21,101.13,TRUE,TRUE,FALSE,1266624
122,590488,29142907664,Discoverer AT3 LT 10PR M+S 3PMSF,Discoverer AT3 LT,225,75,16,115 / 112,R,All Season,C2,FALSE,E,C,73,B,,2020/740,1,126.00,TRUE,TRUE,FALSE,1266351
123,590500,29142907817,Discoverer AT3 LT 10PR M+S 3PMSF,Discoverer AT3 LT,215,85,16,115 / 112,R,All Season,C2,FALSE,E,C,73,B,,2020/740,12,143.17,TRUE,TRUE,FALSE,1266358
125,590480,29142908180,Discoverer AT3 LT 10PR M+S 3PMSF,Discoverer AT3 LT,265,60,18,119 / 116,S,All Season,C2,FALSE,E,C,73,B,,2020/740,1,289.52,TRUE,TRUE,FALSE,1266331
126,590502,29142907824,Discoverer AT3 LT 10PR BLK M+S 3PMSF,Discoverer AT3 LT,235,85,16,120 / 116,R,All Season,C2,FALSE,E,C,73,B,,2020/740,4,147.51,TRUE,TRUE,FALSE,1266359
128,590481,29142907640,Discoverer AT3 LT 10PR OWL M+S 3PMSF,Discoverer AT3 LT,265,70,16,121 / 118,R,All Season,C2,FALSE,E,C,73,B,,2020/740,11,206.65,TRUE,TRUE,FALSE,1266348
130,590495,29142907695,Discoverer AT3 LT 6PR OWL M+S 3PMSF,Discoverer AT3 LT,265,75,16,112 / 109,R,All Season,C2,FALSE,E,C,73,B,,2020/740,1,223.50,TRUE,TRUE,FALSE,1266356
132,590505,29142907848,Discoverer AT3 LT 10PR OWL M+S 3PMSF,Discoverer AT3 LT,245,70,17,119 / 116,S,All Season,C2,FALSE,E,C,73,B,,2020/740,1,152.01,TRUE,TRUE,FALSE,1266372
133,590506,29142907855,Discoverer AT3 LT 10PR OWL M+S 3PMSF,Discoverer AT3 LT,265,70,17,121 / 118,S,All Season,C2,FALSE,E,C,73,B,,2020/740,1,185.66,TRUE,TRUE,FALSE,1266373
134,590454,29142907862,Discoverer AT3 LT 6PR OWL M+S 3PMSF,Discoverer AT3 LT,265,70,17,112 / 109,S,All Season,C2,FALSE,E,C,73,B,,2020/740,1,213.58,TRUE,TRUE,FALSE,1270888
135,590463,29142907909,Discoverer AT3 LT 10PR OWL M+S 3PMSF,Discoverer AT3 LT,245,75,17,121 / 118,S,All Season,C2,FALSE,E,C,73,B,,2020/740,20,163.37,TRUE,TRUE,FALSE,1266341
137,590804,29142952503,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,235,70,17,111,T,All Season,C1,FALSE,C,C,72,B,,2020/740,20,131.10,TRUE,TRUE,FALSE,1266600
139,590711,29142952527,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,195,80,15,100,T,All Season,C1,FALSE,D,C,71,B,,2020/740,34,77.68,TRUE,TRUE,FALSE,1266481
140,590712,29142952534,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,205,80,16,104,T,All Season,C1,FALSE,D,C,71,B,,2020/740,50,87.03,TRUE,TRUE,FALSE,1266482
142,590761,29142952701,Discoverer AT3 Sport 2 M+S 3PMSF,Discoverer AT3 Sport 2,215,80,15,102,T,All Season,C1,FALSE,D,C,71,B,,2020/740,6,83.90,TRUE,TRUE,FALSE,1266511
143,590803,29142952855,Discoverer AT3 Sport 2 M+S 3PMSF,Discoverer AT3 Sport 2,205,70,15,96,T,All Season,C1,FALSE,D,C,71,B,,2020/740,12,77.92,TRUE,TRUE,FALSE,1266599
144,590754,29142952862,Discoverer AT3 Sport 2 8PR M+S 3PMSF,Discoverer AT3 Sport 2,205,,16,110 / 108,S,All Season,C2,,D,B,72,B,,2020/740,1,93.40,TRUE,TRUE,FALSE,1266507
145,590739,29142952879,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,275,45,20,110,H,All Season,C1,FALSE,D,C,73,B,,2020/740,12,172.33,TRUE,TRUE,FALSE,1266500
146,590747,29142952886,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,255,55,19,111,H,All Season,C1,FALSE,C,C,73,B,,2020/740,1,173.07,TRUE,TRUE,FALSE,1266504
147,590755,29142952893,Discoverer AT3 Sport 2 XL M+S 3PMSF,Discoverer AT3 Sport 2,285,50,20,116,H,All Season,C1,FALSE,C,C,75,B,,2020/740,10,205.85,TRUE,TRUE,FALSE,1266508
148,590705,29142952510,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,275,55,20,117,T,All Season,C1,FALSE,C,C,73,B,,2020/740,12,172.33,TRUE,TRUE,FALSE,1266595
149,590717,29142952558,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,235,65,17,108,T,All Season,C1,FALSE,C,C,72,B,,2020/740,17,138.01,TRUE,TRUE,FALSE,1266486
150,590718,29142952565,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,235,75,15,109,T,All Season,C1,FALSE,D,C,72,B,,2020/740,40,103.08,TRUE,TRUE,FALSE,1266487
151,590728,29142952572,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,245,70,16,111,T,All Season,C1,FALSE,C,C,72,B,,2020/740,4,103.55,TRUE,TRUE,FALSE,1266492
152,590733,29142952589,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,245,65,17,111,T,All Season,C1,FALSE,C,C,72,B,,2020/740,12,129.58,TRUE,TRUE,FALSE,1266495
153,590734,29142952596,Discoverer AT3 Sport 2 XL OWL M+S 3PMSF,Discoverer AT3 Sport 2,275,60,20,116,T,All Season,C1,FALSE,C,C,73,B,,2020/740,6,187.98,TRUE,TRUE,FALSE,1266496
154,590732,29142952619,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,215,70,16,100,T,All Season,C1,FALSE,D,C,71,B,,2020/740,2,80.02,TRUE,TRUE,FALSE,1266494
156,590745,29142952633,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,225,75,16,104,T,All Season,C1,FALSE,D,C,71,B,,2020/740,13,106.89,TRUE,TRUE,FALSE,1266502
157,590746,29142952640,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,245,70,17,110,T,All Season,C1,FALSE,D,C,71,B,,2020/740,2,127.12,TRUE,TRUE,FALSE,1266503
158,590752,29142952664,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,65,18,114,T,All Season,C1,FALSE,C,C,72,B,,2020/740,12,142.00,TRUE,TRUE,FALSE,1266505
159,590753,29142952688,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,75,16,116,T,All Season,C1,FALSE,C,C,72,B,,2020/740,17,132.74,TRUE,TRUE,FALSE,1266506
160,590771,29142952749,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,235,70,16,106,T,All Season,C1,FALSE,D,C,71,B,,2020/740,15,91.25,TRUE,TRUE,FALSE,1266513
161,590772,29142952770,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,255,70,15,108,T,All Season,C1,FALSE,D,C,72,B,,2020/740,1,121.39,TRUE,TRUE,FALSE,1266514
162,590776,29142952787,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,255,65,17,110,T,All Season,C1,FALSE,C,C,72,B,,2020/740,12,129.08,TRUE,TRUE,FALSE,1266515
163,590777,29142952794,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,60,18,110,T,All Season,C1,FALSE,D,C,72,B,,2020/740,2,141.84,TRUE,TRUE,FALSE,1266516
164,590782,29142952800,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,255,70,16,111,T,All Season,C1,FALSE,C,C,72,B,,2020/740,17,118.63,TRUE,TRUE,FALSE,1266518
165,590783,29142952817,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,65,17,112,T,All Season,C1,FALSE,D,C,72,B,,2020/740,20,139.03,TRUE,TRUE,FALSE,1266519
167,590795,29142952831,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,70,16,112,T,All Season,C1,FALSE,D,C,72,B,,2020/740,18,110.96,TRUE,TRUE,FALSE,1266526
168,590796,29142952848,Discoverer AT3 Sport 2 OWL M+S 3PMSF,Discoverer AT3 Sport 2,265,70,17,115,T,All Season,C1,FALSE,C,C,72,B,,2020/740,11,148.23,TRUE,TRUE,FALSE,1266527
169,576028,4038526020598,Eagle F1 Asymmetric 5,Eagle F1 Asymmetric 5,235,55,17,99,H,Summer,C1,FALSE,A,B,70,B,,2020/740,48,98.47,FALSE,FALSE,FALSE,530864
173,580837,4038526069917,SP Sport Blu Response XL,SP Sport Blu Response,215,50,17,95,W,Summer,C1,FALSE,B,A,71,B,,2020/740,17,82.24,FALSE,FALSE,FALSE,611424
174,580838,4038526069924,SP Sport Blu Response XL,SP Sport Blu Response,215,50,17,95,V,Summer,C1,FALSE,B,A,71,B,,2020/740,3,110.39,FALSE,FALSE,FALSE,611841
198,JC983,4718022007193,AW-6 XL M+S 3PMSF,AW-6,195,65,15,95,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,44.83,TRUE,TRUE,FALSE,450624
199,JD186,4718022007261,AW-6 XL M+S 3PMSF,AW-6,205,65,15,99,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,53.98,TRUE,TRUE,FALSE,450827
200,JD125,4718022007209,AW-6 M+S 3PMSF,AW-6,195,60,15,88,H,All Season,C1,FALSE,C,B,71,B,,2020/740,20,45.98,TRUE,TRUE,FALSE,450621
201,JD126,4718022007278,AW-6 XL M+S 3PMSF,AW-6,205,60,15,95,H,All Season,C1,FALSE,C,B,72,B,,2020/740,50,49.71,TRUE,TRUE,FALSE,450661
202,JD253,4718022007247,AW-6 XL M+S 3PMSF,AW-6,205,60,16,96,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,52.66,TRUE,TRUE,FALSE,450667
203,JD183,4718022007353,AW-6 XL M+S 3PMSF,AW-6,215,60,16,99,V,All Season,C1,FALSE,C,B,72,B,,2020/740,14,56.38,TRUE,TRUE,FALSE,450847
204,JD506,4718022006400,AW-6 SUV XL M+S 3PMSF,AW-6 SUV,225,60,18,104,W / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,33,73.21,TRUE,TRUE,FALSE,450927
205,JD156,4718022007186,AW-6 XL M+S 3PMSF,AW-6,195,55,15,89,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,44.33,TRUE,TRUE,FALSE,450614
206,JD122,4718022007179,AW-6 XL M+S 3PMSF,AW-6,195,55,16,91,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,46.20,TRUE,TRUE,FALSE,450616
207,JC982,4718022007254,AW-6 XL M+S 3PMSF,AW-6,205,55,16,94,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,49.23,TRUE,TRUE,FALSE,450647
208,JD158,4718022007339,AW-6 XL M+S 3PMSF,AW-6,215,55,16,97,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,52.71,TRUE,TRUE,FALSE,450836
209,JD127,4718022007438,AW-6 XL M+S 3PMSF,AW-6,225,55,16,99,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,63.93,TRUE,TRUE,FALSE,450899
210,JD488,4718022008831,AW-6 XL M+S 3PMSF,AW-6,205,55,17,95,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,56.96,TRUE,TRUE,FALSE,450659
211,JD123,4718022007131,AW-6 XL M+S 3PMSF,AW-6,225,55,17,101,V,All Season,C1,FALSE,B,B,72,B,,2020/740,50,61.62,TRUE,TRUE,FALSE,450902
212,JD124,4718022007476,AW-6 XL M+S 3PMSF,AW-6,235,55,17,103,V,All Season,C1,FALSE,C,B,72,B,,2020/740,10,64.27,TRUE,TRUE,FALSE,451778
213,JD368,4718022007391,AW-6 SUV M+S 3PMSF,AW-6 SUV,225,55,18,98,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,66.00,TRUE,TRUE,FALSE,450919
214,JD349,4718022007155,AW-6 XL M+S 3PMSF,AW-6,235,55,18,104,V,All Season,C1,FALSE,B,B,72,B,,2020/740,46,79.65,TRUE,TRUE,FALSE,451779
215,JC985,4718022007506,AW-6 XL M+S 3PMSF,AW-6,255,55,18,109,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,80.00,TRUE,TRUE,FALSE,451657
216,JD155,4718022007216,AW-6 M+S 3PMSF,AW-6,195,50,15,82,V,All Season,C1,FALSE,C,B,71,B,,2020/740,50,41.15,TRUE,TRUE,FALSE,450589
217,JD129,4718022007230,AW-6 XL M+S 3PMSF,AW-6,205,50,17,93,V,All Season,C1,FALSE,C,B,72,B,,2020/740,1,54.50,TRUE,TRUE,FALSE,450644
218,JD159,4718022007308,AW-6 XL M+S 3PMSF,AW-6,215,50,17,95,W / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,50,58.77,TRUE,TRUE,FALSE,450833
219,JD178,4718022007322,AW-6 XL M+S 3PMSF,AW-6,215,50,17,95,V,All Season,C1,FALSE,C,B,72,B,,2020/740,20,60.88,TRUE,TRUE,FALSE,450831
220,JD185,4718022007421,AW-6 XL M+S 3PMSF,AW-6,225,50,17,98,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,60.61,TRUE,TRUE,FALSE,450891
221,JD267,4718022007285,AW-6 SUV M+S 3PMSF,AW-6 SUV,215,50,18,92,W / ZR,All Season,C1,FALSE,C,B,71,B,,2020/740,1,53.57,TRUE,TRUE,FALSE,450835
222,JD266,4718022007384,AW-6 SUV XL M+S 3PMSF,AW-6 SUV,225,50,18,99,V,All Season,C1,FALSE,C,B,72,B,,2020/740,18,64.78,TRUE,TRUE,FALSE,450893
223,JD485,4718022006431,AW-6 XL M+S 3PMSF,AW-6,235,50,18,101,Y / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,8,72.18,TRUE,TRUE,FALSE,451771
224,JD507,4718022006448,AW-6 SUV XL M+S 3PMSF,AW-6 SUV,255,50,19,107,Y / ZR,All Season,C1,FALSE,B,B,72,B,,2020/740,20,94.41,TRUE,TRUE,FALSE,451804
225,JD187,4718022007360,AW-6 XL M+S 3PMSF,AW-6,215,45,16,90,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,50.34,TRUE,TRUE,FALSE,450828
226,JD128,4718022007223,AW-6 XL M+S 3PMSF,AW-6,205,45,17,88,V,All Season,C1,FALSE,C,B,72,B,,2020/740,50,49.78,TRUE,TRUE,FALSE,450630
227,JD160,4718022007315,AW-6 XL M+S 3PMSF,AW-6,215,45,17,91,W / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,50,53.70,TRUE,TRUE,FALSE,450829
228,JD254,4718022007414,AW-6 XL M+S 3PMSF,AW-6,225,45,17,94,W / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,50,51.90,TRUE,TRUE,FALSE,450882
229,JD131,4718022007469,AW-6 XL M+S 3PMSF,AW-6,235,45,17,97,V,All Season,C1,FALSE,C,B,72,B,,2020/740,8,61.45,TRUE,TRUE,FALSE,450972
230,JD504,4718022006455,AW-6 XL M+S 3PMSF,AW-6,245,45,17,99,Y / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,22,65.12,TRUE,TRUE,FALSE,451795
231,JD188,4718022007445,AW-6 XL M+S 3PMSF,AW-6,235,45,18,98,Y / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,20,74.13,TRUE,TRUE,FALSE,450974
232,JD255,4718022007490,AW-6 XL M+S 3PMSF,AW-6,245,45,18,100,Y / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,20,75.20,TRUE,TRUE,FALSE,451797
233,JD351,4718022007483,AW-6 SUV XL M+S 3PMSF,AW-6 SUV,245,45,19,102,Y / ZR,All Season,C1,FALSE,C,B,72,B,,2020/740,20,91.45,TRUE,TRUE,FALSE,451798
242,136016,3528701360164,Agilis 51 Snow-Ice 6PR M+S 3PMSF,Agilis 51 Snow-Ice,215,65,15,104 / 102,T / T,Winter,C2,,D,A,71,B,,2020/740,4,123.50,TRUE,TRUE,FALSE,408944
245,AT278,5420068655168,Green VAN 2 8PR,Green VAN 2,235,65,16,115 / 113,S / S,Summer,C2,,D,C,69,A,,2020/740,5,75.55,FALSE,FALSE,FALSE,520907
254,18245,3286341824513,Blizzak LM-005 XL VW M+S 3PMSF,Blizzak LM-005,205,60,16,96,H,Winter,C1,FALSE,A,B,72,B,,2020/740,40,94.02,TRUE,TRUE,FALSE,419972
255,18799,3286341879919,Turanza T 005AD AO Q3 Enliten,Turanza T 005AD,235,55,18,100,V,Summer,C1,FALSE,A,B,71,B,,2020/740,50,100.40,FALSE,FALSE,FALSE,501395
